Assembly Accession	Assembly BioSample Geographic location	Assembly BioSample Host	Assembly BioSample Host disease	Assembly BioSample Isolation source	Assembly Stats GC Percent	Assembly Stats Total Sequence Length	Organelle Assembly Name	Organism Name	Organism Taxonomic ID	Annotation Count Gene Protein-coding
GCF_023716525.1	China: Hainan Island	Galaxea fascicularis			44.5	5366162		Vibrio sp. SCSIO 43009	2819103	4640
GCF_023923245.1	China:Qinghai			soil	71.5	9118447		Streptomyces phaeoluteigriseus	114686	7715
GCF_024206595.1	Thailand:Nakhon Ratchasima	Homo sapiens	Sepsis	blood	41	2254043		Streptococcus suis	1307	2095
GCF_024206615.1	Thailand:Nakhon Ratchasima	Homo sapiens	Sepsis	blood	41	2253919		Streptococcus suis	1307	2097
GCF_024206635.1	Thailand:Nakhon Ratchasima	Homo sapiens	Sepsis	blood	41	2253842		Streptococcus suis	1307	2092
GCF_024206655.1	Thailand:Nakhon Ratchasima	Homo sapiens	Sepsis	blood	41	2254085		Streptococcus suis	1307	2098
GCF_024206675.1	Thailand:Nakhon Ratchasima	Homo sapiens	Sepsis	blood	41	2251744		Streptococcus suis	1307	2093
GCF_024206695.1	Thailand:Nakhon Ratchasima	Homo sapiens	Sepsis	blood	41	2253851		Streptococcus suis	1307	2097
GCF_024206715.1	Thailand:Nakhon Ratchasima	Homo sapiens	Sepsis	blood	41	2251306		Streptococcus suis	1307	2092
GCF_024206735.1	Thailand:Nakhon Ratchasima	Homo sapiens	Sepsis	blood	41	2251579		Streptococcus suis	1307	2092
GCF_024206755.1	Thailand:Nakhon Ratchasima	Homo sapiens	Meningitis, Septic arthritis	Blood and CSF	41	2254065		Streptococcus suis	1307	2099
GCF_024220115.1	United Kingdom	pig			41.5	2169516		Streptococcus suis	1307	1986
GCF_024220135.1					41	2252116		Streptococcus suis T15	1340847	2114
GCF_024298965.1	missing				71	12466108		Streptomyces rapamycinicus NRRL 5491	1343740	9836
GCF_024346975.1	Japan:Kanagawa				43	3840645		Vibrio neonatus	278860	3261
GCF_024347515.1	missing				44	5826067		Vibrio gigantis	296199	4998
GCF_024362845.1	China: Qingdao offshore			surface seawater	45	4635961		Vibrio pelagius	28169	3886
GCF_024365045.1	China:Dongguan			soil	72	8041562		Streptomyces cavourensis	67258	6759
GCF_024442315.1	China:Hunan,Loudi	plant		leaves	71	8633395		Streptomyces koelreuteriae	2838015	7655
GCF_024442335.1	China:Hunan,Changsha			soil	71	8611494		Streptomyces sp. CRCS-T-1	2964607	7628
GCF_024582915.1	Denmark	Pig			41.5	2137486		Streptococcus suis	1307	1996
GCF_024582955.1	Spain	Pig			41	2074370		Streptococcus suis	1307	1899
GCF_024583015.1	Denmark	Pig			41	2231285		Streptococcus suis	1307	2105
GCF_024583055.1	Denmark	Pig			43.5	2188565		Streptococcus suis	1307	2084
GCF_024583135.1	Spain	Pig			41.5	2007031		Streptococcus suis	1307	1831
GCF_024612015.1	South Africa: Komatipoort District, Mpumalanga			Soil under Heteropyxis natalensis	70.5	10859970		Streptomyces sp. CA-210063	2801029	9086
GCF_024759485.1	USA: Bethesda	Homo sapiens			45	5342201		Parabacteroides distasonis	823	4372
GCF_025231465.1	Costa Rica			tropical soil, Costa Rica	72	8349858		Streptomyces murinus	33900	7124
GCF_025402735.1	USA: Pittsburgh, PA, UPMC Children's Hospital of Pittsburgh			Laboratory mutagenesis	35.5	2013792		Streptococcus agalactiae	1311	1903
GCF_025402755.1	USA: Pittsburgh, PA, UPMC Children's Hospital of Pittsburgh			Laboratory mutagenesis	35.5	2013640		Streptococcus agalactiae	1311	1903
GCF_025402775.1	USA: New York, NY, NYU Langone Medical Center			Laboratory mutagenesis	35.5	2013725		Streptococcus agalactiae	1311	1904
GCF_025642175.1	China: Changde			rhizosphere soil	72	8572100		Streptomyces albidocamelliae	2981135	7339
GCF_025643355.1	China			sediment	73	7919716		Streptomyces sp. SCSIO ZS0520	2892996	6254
GCF_025665295.1	Ukraine: Mount Kishka, Crimean Peninsula	Juniperus excelsa M. Bieb.		rhizosphere soil	71	8866687		Streptomyces explomaris	2981351	7406
GCF_025808195.1	China: Zhuhai	Homo sapiens	infection	urine	36	2278514		Streptococcus agalactiae	1311	2133
GCF_025847175.1	China:Yan'an	Sophora davidii			65	4489199		Paeniglutamicibacter sp. ZC-3	2986919	3973
GCF_025908395.1	China			soil	70.5	12063392		Streptomyces milbemycinicus	476552	9736
GCF_025946905.1	Thailand: Chanthaburi	Homo sapiens	Septicaemia	blood	41	2074728		Streptococcus suis	1307	1893
GCF_025946945.1	Thailand: Phayao	Sus scrofa domesticus	Asymptomatic	tonsil	41	2097918		Streptococcus suis	1307	1907
GCF_025957665.1	China: Harbin			feces	73.5	6795081		Streptomyces sp. BI87	2987521	5756
GCF_026239515.1	Germany: Saarland University			lab strain	71	8915460		Streptomyces sp. Je 1-4 4N24	2992801	7433
GCF_026239535.1	Germany: Saarland University			lab strain	71	8926672		Streptomyces sp. Je 1-4 4N24_ara	2993654	7443
GCF_026427415.1	Germany			soil	72	8694918		Streptomyces tanashiensis	67367	7642
GCF_026642235.1	China: South China Sea			sea mud	72	7739059		Streptomyces cavourensis	67258	6476
GCF_026651955.1	India			Mangrove soil and water	72.5	7252958		Streptomyces sp. EMB24	2835531	6335
GCF_027625935.1	China: Shaoyang			rhizosphere soil	71	9598041		Streptomyces camelliae	3004093	8454
GCF_027923645.1	Japan	Homo sapiens			48.5	4034988		Paraprevotella clara	454154	3022
GCF_028885415.1	China			local geographic source	71	9411092		Streptomyces coeruleorubidus	116188	8072
GCF_028898845.1	China: Yulin, Guangxi	Illicium verum		soil	71.5	9547725		Streptomyces sp. WZ-12	3030210	8072
GCF_029167585.1	Germany: Grieheim	Apis mellifera		Insects	73.5	7337058		Streptomyces sp. AM 3-1-1	3028711	6079
GCF_029167645.1	Germany: Grieheim	Apis mellifera		Insects	72	7215805		Streptomyces sp. AM 2-1-1	3028709	6014
GCF_029193595.2	China:Zhejiang	Homo sapiens	urinary tract infection	clinical	40.5	4598023		Providencia hangzhouensis	3031799	4112
GCF_029392895.1	Venezuela			soil	73	8379354		Streptomyces sp. 71268	3002640	6393
GCF_029542025.1	China	missing			41	2153448		Streptococcus suis	1307	1949
GCF_029542065.1	China	missing			41	2091110		Streptococcus suis	1307	1934
GCF_029760955.1	China: Hunan			rhizosphere soil	71.5	7614103		Streptomyces cathayae	3031124	6613
GCF_029866785.1	missing	missing		Saloon of Bayovar	72.5	8759250		Streptomyces sp. B146	2944251	7354
GCF_029910115.1	USA:Catalina Bird Rock, California			marine water	44	5401030		Vibrio lentus	136468	4631
GCF_030028615.1	Viet Nam: Dai Tu district, Thai Nguyen province	missing		There are some herbaceous plants, temperature ranges from 20-30 degrees and pH of soil is about 5.7	72.5	7856756		Streptomyces sp. BPPL-273	2987533	6970
GCF_030059845.1	not collected			Sea water	45	5441574		Vibrio parahaemolyticus	670	4784
GCF_030078235.1	USA: New York University, Manhattan, New York City, New York			laboratory mutagenesis	35.5	2013411		Streptococcus agalactiae	1311	1906
GCF_030078295.1	USA: UPMC Children's Hospital of Pittsburgh, Pittsburgh, Pennsylvania			laboratory mutagenesis	35.5	2013837		Streptococcus agalactiae	1311	1903
GCF_030078315.1	USA: UPMC Children's Hospital of Pittsburgh, Pittsburgh, Pennsylvania			laboratory mutagenesis	35.5	2013841		Streptococcus agalactiae	1311	1904
GCF_030078355.1	USA: UPMC Children's Hospital of Pittsburgh, Pittsburgh, Pennsylvania			laboratory mutagenesis	35.5	2013825		Streptococcus agalactiae	1311	1903
GCF_030078375.1	USA: UPMC Children's Hospital of Pittsburgh, Pittsburgh, Pennsylvania			laboratory mutagenesis	35.5	2009706		Streptococcus agalactiae	1311	1902
GCF_030406845.1	Denmark: Jgersborg Dyrehave			soil	71	7408683		Streptomyces sp. P9-2B-1	3057115	6354
GCF_030406905.1	China: Changde			rhizosphere soil	72	8098788		Streptomyces chengbuensis	3053466	6800
GCF_030544505.1	South Korea: Jeju Island	Copris tripartitus		gut	71	6902589		Streptomyces sp. SNU607	2718875	5960
GCF_030552875.1	China: Hunan			rhizosphere soil	72	8145614		Streptomyces sp. HUAS CX7	3062782	7201
GCF_030552955.1	China: Hangzhou, Zhejiang	Homo sapiens			45.5	5182781		Vibrio parahaemolyticus	670	4519
GCF_030719215.1	Sweden: Gothenburg				70.5	8654387		Streptomyces glycanivorans	3033808	7387
GCF_030719295.1	Sweden: Gothenburg				72	7990879		Streptomyces castrisilvae	3033811	6682
GCF_030845235.1	China:Luoyang			rhizosphere soil of tobacco plantation	71	10326501		Streptomyces sp. SX92	3158972	8979
GCF_030863865.1	China: Jiangsu Province			soil	72.5	8181137		Streptomyces rochei	1928	7016
GCF_030908285.1	China:Shaanxi			soil	72.5	8307374		Streptomyces rochei	1928	6721
GCF_031463095.1	China: Qinghai-Tibet plateau	Marmota himalayana	dead	Gansu	40.5	2349431		Pasteurella multocida	747	2138
GCF_031583005.1	China: Gansu	Mamorta Himalayana	dead	bone marrow	40.5	2347109		Pasteurella multocida	747	2142
GCF_031583065.1	China: Hunan			missing	70.5	8088797		Streptomyces sp. CGMCC 4.7035	3061628	6802
GCF_031584935.1	Bangladesh: Mymensingh	Fish		Nile Tilapia (Oreochromis niloticus)	35.5	2165605		Streptococcus agalactiae	1311	2037
GCF_031587935.1	New Zealand: South Island			Bovine farm	40.5	2290509		Pasteurella multocida	747	2050
GCF_031679605.1	China:a dry hot valley of the Huili County, Sichuan Province			rhizosphere soil samples ofwheat	71.5	10044493		Streptomyces luomodiensis	3026192	8070
GCF_031760065.1	China: Dabancheng salt lake; Xinjiang	missing		soil	71.5	7296298		Streptomyces sp. C11-1	3444503	6217
GCF_031767605.1	Netherlands	Sus scrofa domesticus	Systemic	Domestic pig	41.5	2053420		Streptococcus suis	1307	1888
GCF_031844705.1	Germany: Schauinsland, Black Forest	Ips typographus		Ips typographus collected in traps around Schauinsland mountain	71.5	8119553		Streptomyces sp. ITFR-16	3075198	6965
GCF_031844725.1	Germany: Schauinsland, Black Forest	Ips typographus		Ips typographus collected in traps around Schauinsland mountain	71	8751530		Streptomyces sp. ITFR-6	3075197	7326
GCF_032105745.1	China: Hunan			soil	71	9427803		Streptomyces sp. Li-HN-5-11	3075432	7951
GCF_032229305.1	Germany: Grieheim	Apis mellifera			69.5	9114769		Streptomyces sp. AM2-3-1	3075824	7829
GCF_032594935.1	USA: OH	Sus scrofa domesticus		missing	42.5	2055713		Streptococcus iners subsp. hyiners	3028083	1964
GCF_032598905.1	China: Jiangsu Province, Xuzhou City, Tongshan District			soil	71	10672615		Streptomyces sp. 11x1	3038642	8964
GCF_032932555.1	China: TaiWan Strait				74.5	6724069		Streptomyces fradiae	1906	5500
GCF_033335955.1	South Korea	Selaginella tamariscina		mountain	70	11551937		Streptomyces sp. N50	3081765	9888
GCF_033406955.1	China: Hunan			missing	72	8629698		Streptomyces violaceoruber	1935	7546
GCF_033798845.1	China:Shanghai	Homo sapiens		urine	35.5	2191428		Streptococcus agalactiae	1311	2001
GCF_033798885.1	China:Shanghai	Homo sapiens		urine	35.5	2090970		Streptococcus agalactiae	1311	1911
GCF_033798925.1	China:Shanghai	Homo sapiens		urine	35.5	2141210		Streptococcus agalactiae	1311	1960
GCF_034047115.1	China:Sichuan	Pig		lung	41	2096025		Streptococcus suis	1307	1941
GCF_034422375.1	China: Xinjiang			soil samples	72.5	8597388		Streptomyces rochei	1928	7455
GCF_035221255.1	Australia: Inglewood	Felis catus	NA	Upper respiratory tract	40.5	2261254		Pasteurella multocida	747	2055
GCF_035223645.1	Australia: Clayton	Homo sapiens	Human Pasteurellosis	Blood culture	40.5	2274526		Pasteurella multocida	747	2044
GCF_035224565.1	Australia: Clayton	Homo sapiens	Human Pasteurellosis	Peritoneal diaylsis	40.5	2419174		Pasteurella multocida	747	2242
GCF_035578105.1	unknown			Soil Microbiology Associates, Inc.	71.5	7960197		Streptomyces cyaneofuscatus	66883	6873
GCF_035917155.1	Germany: Buehl, Compost heap				71	8719657		Streptomyces sp. NBC_00385	2975733	7504
GCF_035917195.1	Denmark: Lyngby, Small hill with plants just outside CFB (DTU campus). Plants were all very dark green. Soil clearly had lots of nutrients				70	12185415		Streptomyces phaeochromogenes	1923	10433
GCF_035917255.1	Denmark: Trelde Naes				71	9191772		Streptomyces sp. NBC_01257	2903799	7831
GCF_035917295.1	Denmark: Soroe Skov, Middle of forest floor				70.5	10339220		Streptomyces sp. NBC_01022	2903723	8888
GCF_035917395.1	Denmark: Samsoe, Along the bike path under grass in Maarup				73	8221997		Streptomyces sp. NBC_01808	2975947	6879
GCF_035917595.1	Denmark: Samsoe, Under a tree in forrest next to beach in Issehoved				70	9494495		Streptomyces scopuliridis	452529	7966
GCF_035917655.1	Denmark: Samsoe, Along the bike path under grass in Maarup				72	8876440		Streptomyces anthocyanicus	68174	7825
GCF_035917755.1	Denmark: Samsoe, Under a tree in forrest next to beach in Issehoved				70	9554255		Streptomyces scopuliridis	452529	8074
GCF_035917775.1	Denmark: Samsoe, Under a tree in forrest next to beach in Issehoved				70	9424773		Streptomyces scopuliridis	452529	7885
GCF_035917855.1	Denmark: Jaegerspris slot, under dead tree				69.5	9932863		Streptomyces sp. NBC_01763	2975934	8500
GCF_035917875.1	Denmark: Jaegerspris slot, under dead tree				69.5	9829227		Streptomyces sp. NBC_01762	2975933	8391
GCF_035917895.1	Denmark: Jaegerspris slot, under dead tree				69.5	9789246		Streptomyces sp. NBC_01761	2975932	8372
GCF_035918055.1	Denmark: Kulhuse, Jaegerspris, field of ivy plants (Danish, efeu)				70	12190075		Streptomyces phaeochromogenes	1923	10382
GCF_035918075.1	Denmark: Kulhuse, Jaegerspris, grassy field				69.5	9848585		Streptomyces sp. NBC_01751	2975929	8494
GCF_035918155.1	Denmark: Boserupgaard, Roskilde				70	10251772		Streptomyces sp. NBC_01591	2975888	8898
GCF_035918175.1	Denmark: Lejre, Roskilde				70	11347797		Streptomyces canus	58343	9981
GCF_035918215.1	Denmark: Trelde Naes				70	10569674		Streptomyces sp. NBC_01474	2903880	9262
GCF_035920465.1	Denmark: Jaegerspris slot, grassy wetland				69.5	9860799		Streptomyces sp. NBC_01727	2975924	8448
GCF_035946055.1	Denmark: Hilleroed, Leerbjerg Lod, Bog, root of willow by surface				70.5	7411387		Streptomyces sp. NBC_01341	2903831	6235
GCF_035949105.1	Denmark: Hilleroed, Ny Hammersholt, Meadow path by house				70	12015560		Streptomyces sp. NBC_01340	2903830	10197
GCF_035950875.1	Denmark: Hilleroed, Ny Hammersholt, meadow composting fence, by Baeverdalen 26				71.5	8429929		Streptomyces cyaneofuscatus	66883	7224
GCF_035951655.1	Denmark: Hilleroed, Ny Hammersholt, Soil from Eva's garden, 1m deep				71	8811944		Streptomyces platensis	58346	7446
GCF_035952475.1	Denmark: Hilleroed, Ny Hammersholt, Fireweed rhizome, by bog				70.5	9576147		Streptomyces sp. NBC_01336	2903829	8035
GCF_035954955.1	Denmark: Birkeroed, Raavaenget 34, near Rose Barkarole				71.5	8550177		Streptomyces murinus	33900	7343
GCF_035960815.1	Denmark: Hoerbylunde Bakker, Engesvang, field of grass / bush				71	8379700		Streptomyces sp. NBC_01324	2903826	7333
GCF_035961655.1	Denmark: Sepstrup, Field of grass / brush				71	8066947		Streptomyces sp. NBC_01317	2903822	6728
GCF_035974375.1	Denmark: Livoe, old tree				69.5	12556891		Streptomyces sp. NBC_01320	2903824	10540
GCF_035991645.1	Denmark: Livoe, old stables				69.5	10201169		Streptomyces sp. NBC_01230	2903784	8764
GCF_035993425.1	Denmark: Knudsoe, riverbed				72	7171588		Streptomyces sp. NBC_01218	2903780	5977
GCF_035994185.1	Denmark: Roemoe, riverbank				70	9034013		Streptomyces sp. NBC_01217	2903779	7591
GCF_035994945.1	Denmark: Roemoe, riverbank				71.5	7718607		Streptomyces sp. NBC_01216	2903778	6791
GCF_035996785.1	Denmark: Ejerslev, Nykoebing Mors, Fur Formation clay				70	11360030		Streptomyces sp. NBC_01236	2903789	9843
GCF_036010285.1	Denmark: Aebleoe, Alongside main hiking trail				70.5	8231656		Streptomyces sp. NBC_01212	2903775	7092
GCF_036010445.1	Denmark: Tranekaer, wet forest soil near alpaca farm				70.5	8676936		Streptomyces sp. NBC_01201	2903770	7513
GCF_036010585.1	Denmark: Knudsoe, riverbed				71	8956073		Streptomyces microflavus	1919	7708
GCF_036013545.1	Germany: Buehl, Compost heap				70.5	10072442		Streptomyces sp. NBC_00498	2975760	8945
GCF_036013625.1	Germany: Buehl, Compost heap				70.5	10616026		Streptomyces sp. NBC_00493	2975759	9382
GCF_036013685.1	Denmark: Hilleroed, Olivier s garden; where his cat goes to the toilet				70	10072122		Streptomyces sp. NBC_00485	2975758	8819
GCF_036013705.1	Germany: Buehl, Compost heap				70.5	10525887		Streptomyces sp. NBC_00484	2975757	9315
GCF_036013745.1	Germany: Buehl, Compost heap				70.5	10237418		Streptomyces sp. NBC_00483	2975756	8900
GCF_036013895.1	Spain: Pollenca				70	8760989		Streptomyces sp. NBC_00467	2975752	7634
GCF_036013915.1	Denmark: Hilleroed, Olivier s garden; a pot where he grew pot several years ago				70.5	8961255		Streptomyces sp. NBC_00464	2975751	7740
GCF_036013935.1	Denmark: Hilleroed, Olivier s garden; where his cat goes to the toilet				70	10374860		Streptomyces sp. NBC_00461	2975750	9165
GCF_036014035.1	Denmark: Dyrehaven, Grassy field just inside entrance				70	8472041		Streptomyces sp. NBC_00455	2903654	7333
GCF_036014055.1	Spain: Pollenca				71	9449196		Streptomyces violaceus	1936	8123
GCF_036014095.1	Denmark: Hilleroed, Garden; where his cat goes to the toilet				70.5	10089300		Streptomyces sp. NBC_00453	2903653	8837
GCF_036014155.1	Spain: Pollenca				70	10787473		Streptomyces sp. NBC_00444	2975744	9566
GCF_036014195.1	Denmark: Dyrehaven, Grassy field just inside entrance				71.5	7725772		Streptomyces sp. NBC_00442	2903651	6769
GCF_036038375.1	Germany: Buehl, Compost heap				70.5	10350652		Streptomyces sp. NBC_00414	2975739	8644
GCF_036057275.1	Germany: Buehl, Compost heap				70	8689288		Streptomyces sp. NBC_00390	2975736	7420
GCF_036063235.1	Germany: Baiersbronn / Baden-Wuerttem, grassy area, close to T1				70.5	10193344		Streptomyces sp. NBC_00386	2975734	8509
GCF_036069355.1	Germany: Baiersbronn / Baden-Wuerttem, grassy slope				70	12912080		Streptomyces mirabilis	68239	11253
GCF_036073155.1	Germany: Baiersbronn / Baden-Wuerttem, grassy area, close to T1				70	11832677		Streptomyces mirabilis	68239	10225
GCF_036075115.1	Germany: Baiersbronn / Baden-Wuerttem, grassy area, close to T1				71.5	9238295		Streptomyces sp. NBC_00377	2975731	7854
GCF_036079075.1	Germany: Baiersbronn / Baden-Wuerttem, grassy area, close to T1				71	8873106		Streptomyces platensis	58346	7447
GCF_036084755.1	Germany: Baiersbronn / Baden-Wuerttem, near tree stump, with nearby small plants rather than grass				70.5	8601509		Streptomyces sp. NBC_00370	2975728	7360
GCF_036088315.1	Germany: Baiersbronn / Baden-Wuerttem, near tree stump, with nearby small plants rather than grass				69.5	7063827		Streptomyces sp. NBC_00344	2975720	6186
GCF_036091755.1	Germany: Baiersbronn / Baden-Wuerttem, grassy slope				70	9983749		Streptomyces sp. NBC_00366	2975727	8724
GCF_036099295.1	Germany: Baiersbronn / Baden-Wuerttem, grassy area, close to T1				71	9299130		Streptomyces sp. NBC_00358	2975725	7738
GCF_036103115.1	Germany: Buehl, Compost heap				70.5	10384311		Streptomyces sp. NBC_00356	2975724	9233
GCF_036110805.1	Germany: Baiersbronn / Baden-Wuerttem, grassy slope				70.5	10659249		Streptomyces canus	58343	9275
GCF_036118775.1	Germany: Baiersbronn / Baden-Wuerttem, near tree stump, with nearby small plants rather than grass				70	10725031		Streptomyces sp. NBC_00343	2975719	9279
GCF_036121075.1	Germany: Baiersbronn / Baden-Wuerttem, near tree stump, with nearby small plants rather than grass				71	8949492		Streptomyces sp. NBC_00342	2975718	7674
GCF_036133475.1	United Kingdom: Scotland, Edinburgh, Colton Hill				70	12600221		Streptomyces phaeochromogenes	1923	10746
GCF_036139655.1	Germany: Baiersbronn / Baden-Wurttem, grassy area				71	9971452		Streptomyces sp. NBC_00328	2903646	8361
GCF_036167175.1	Germany: Baiersbronn / Baden-Wuerttem, grassy area, close to T1				71.5	8944372		Streptomyces caniferus	285557	7556
