target_ID	accession_1	tlen	query_ID	accession_2	qlen	e_value_seq	score_seq	bias_seq	#	of	c_value	i_value	score_dom	bias_dom	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc	description	View_kpsM_ncbi_40_complete$target_ID
GCF_036347015.1_protein.faa_WP_266690786.1	-	260	kpsM_final_mafft	-	260	1.6e-15	55.8	1.9	1	1	3.6e-18	1.8e-15	55.6	1.9	38	243	33	245	12	260	0.83	-	GCF_036347015.1_protein.faa_WP_266690786.1
GCF_036347015.1_protein.faa_WP_124721067.1	-	268	kpsM_final_mafft	-	260	8.3e-15	53.5	6.4	1	1	2.3e-17	1.2e-14	53	6.4	22	250	27	263	18	266	0.8	-	GCF_036347015.1_protein.faa_WP_124721067.1
GCF_002556545.1_protein.faa_WP_098246153.1	-	315	kpsM_final_mafft	-	260	7.6e-43	145.3	13.4	1	1	2.6e-45	9.2e-43	145	13.4	4	255	48	311	45	314	0.93	-	GCF_002556545.1_protein.faa_WP_098246153.1
GCF_002556545.1_protein.faa_WP_098242879.1	-	306	kpsM_final_mafft	-	260	4.4e-40	136.2	7.6	1	1	1.5e-42	5.3e-40	136	7.6	4	254	42	301	39	305	0.91	-	GCF_002556545.1_protein.faa_WP_098242879.1
GCF_002556545.1_protein.faa_WP_098244991.1	-	277	kpsM_final_mafft	-	260	1.4e-18	65.7	1.7	1	1	5.2e-21	1.8e-18	65.4	1.7	40	248	50	266	46	277	0.84	-	GCF_002556545.1_protein.faa_WP_098244991.1
GCF_002556545.1_protein.faa_WP_098242124.1	-	275	kpsM_final_mafft	-	260	2.3e-17	61.7	8.5	1	1	1e-19	3.5e-17	61.2	8.5	37	251	49	273	40	275	0.81	-	GCF_002556545.1_protein.faa_WP_098242124.1
GCF_002556545.1_protein.faa_WP_098246984.1	-	260	kpsM_final_mafft	-	260	1.1e-16	59.6	2.2	1	1	4.5e-19	1.6e-16	59	2.2	37	235	19	239	14	257	0.84	-	GCF_002556545.1_protein.faa_WP_098246984.1
GCF_002556545.1_protein.faa_WP_098243247.1	-	286	kpsM_final_mafft	-	260	2.9e-16	58.2	2.4	1	1	1e-18	3.6e-16	57.9	2.4	21	248	32	273	28	284	0.82	-	GCF_002556545.1_protein.faa_WP_098243247.1
GCF_002556545.1_protein.faa_WP_098244476.1	-	289	kpsM_final_mafft	-	260	2.1e-15	55.3	1.3	1	1	5.9e-18	2.1e-15	55.3	1.3	38	220	48	241	43	258	0.85	-	GCF_002556545.1_protein.faa_WP_098244476.1
GCF_002556545.1_protein.faa_WP_098243384.1	-	254	kpsM_final_mafft	-	260	6.6e-14	50.4	3.4	1	1	2.8e-16	9.7e-14	49.9	3.4	34	251	29	252	13	254	0.78	-	GCF_002556545.1_protein.faa_WP_098243384.1
GCF_036118775.1_protein.faa_WP_328676207.1	-	309	kpsM_final_mafft	-	260	5.5e-41	139.3	17	1	1	1.4e-43	6.5e-41	139.1	17	3	255	44	305	42	308	0.93	-	GCF_036118775.1_protein.faa_WP_328676207.1
GCF_036118775.1_protein.faa_WP_328682917.1	-	305	kpsM_final_mafft	-	260	3.4e-40	136.7	11.2	1	1	9.1e-43	4.1e-40	136.5	11.2	3	255	40	301	38	304	0.92	-	GCF_036118775.1_protein.faa_WP_328682917.1
GCF_036118775.1_protein.faa_WP_328675195.1	-	263	kpsM_final_mafft	-	260	1.7e-18	65.6	5.9	1	1	4.8e-21	2.2e-18	65.3	5.9	38	248	33	253	23	260	0.86	-	GCF_036118775.1_protein.faa_WP_328675195.1
GCF_036118775.1_protein.faa_WP_328675443.1	-	261	kpsM_final_mafft	-	260	6.4e-18	63.7	6.8	1	1	1.8e-20	8.2e-18	63.4	6.8	38	246	33	249	22	258	0.86	-	GCF_036118775.1_protein.faa_WP_328675443.1
GCF_036118775.1_protein.faa_WP_328685527.1	-	286	kpsM_final_mafft	-	260	7.1e-16	57	5.9	1	1	2.1e-18	9.5e-16	56.6	5.9	39	242	64	274	60	283	0.84	-	GCF_036118775.1_protein.faa_WP_328685527.1
GCF_036118775.1_protein.faa_WP_328683726.1	-	274	kpsM_final_mafft	-	260	2.4e-14	52	12	1	1	2e-16	9.1e-14	50.1	12	37	252	48	271	44	274	0.8	-	GCF_036118775.1_protein.faa_WP_328683726.1
GCF_036118775.1_protein.faa_WP_328678942.1	-	244	kpsM_final_mafft	-	260	6.3e-14	50.6	3.2	1	1	2.3e-16	1e-13	49.9	3.2	28	250	14	242	3	244	0.86	-	GCF_036118775.1_protein.faa_WP_328678942.1
GCF_036118775.1_protein.faa_WP_328680930.1	-	253	kpsM_final_mafft	-	260	9.8e-14	50	13.8	1	1	2.9e-16	1.3e-13	49.6	13.8	38	251	31	250	16	252	0.84	-	GCF_036118775.1_protein.faa_WP_328680930.1
GCF_026315225.1_protein.faa_WP_005754209.1	-	265	kpsM_final_mafft	-	260	8.9e-45	149.8	20.3	1	1	1.5e-47	1.1e-44	149.4	20.3	7	255	12	261	6	264	0.96	-	GCF_026315225.1_protein.faa_WP_005754209.1
GCF_026315225.1_protein.faa_WP_078737760.1	-	255	kpsM_final_mafft	-	260	9.3e-19	64.5	22	1	1	1.6e-21	1.2e-18	64.1	22	37	248	26	246	8	250	0.79	-	GCF_026315225.1_protein.faa_WP_078737760.1
GCF_036013545.1_protein.faa_WP_327663078.1	-	306	kpsM_final_mafft	-	260	2.4e-42	143.8	7.7	1	1	5.5e-45	2.9e-42	143.5	7.7	3	255	41	302	39	305	0.92	-	GCF_036013545.1_protein.faa_WP_327663078.1
GCF_036013545.1_protein.faa_WP_327660359.1	-	313	kpsM_final_mafft	-	260	1.6e-40	137.8	9.3	1	1	4.2e-43	2.2e-40	137.4	9.3	4	255	45	309	42	312	0.9	-	GCF_036013545.1_protein.faa_WP_327660359.1
GCF_036013545.1_protein.faa_WP_266719449.1	-	258	kpsM_final_mafft	-	260	9.9e-17	59.8	5	1	1	2.5e-19	1.3e-16	59.4	5	18	250	14	249	8	257	0.83	-	GCF_036013545.1_protein.faa_WP_266719449.1
GCF_036013545.1_protein.faa_WP_327663634.1	-	279	kpsM_final_mafft	-	260	2.7e-16	58.4	12.8	1	1	1.1e-18	5.9e-16	57.3	12.8	37	252	53	278	49	279	0.81	-	GCF_036013545.1_protein.faa_WP_327663634.1
GCF_036013545.1_protein.faa_WP_327661823.1	-	268	kpsM_final_mafft	-	260	5.9e-16	57.3	1.1	1	1	1.1e-18	5.9e-16	57.3	1.1	37	220	28	221	24	236	0.85	-	GCF_036013545.1_protein.faa_WP_327661823.1
GCF_036013545.1_protein.faa_WP_327662598.1	-	284	kpsM_final_mafft	-	260	1.6e-14	52.6	13.4	1	1	4.2e-17	2.2e-14	52.1	13.4	41	250	66	279	62	284	0.82	-	GCF_036013545.1_protein.faa_WP_327662598.1
GCF_036013545.1_protein.faa_WP_327665252.1	-	265	kpsM_final_mafft	-	260	2e-14	52.3	5.8	1	1	5.4e-17	2.8e-14	51.8	5.8	37	248	34	255	24	262	0.82	-	GCF_036013545.1_protein.faa_WP_327665252.1
GCF_002847285.1_protein.faa_WP_442802347.1	-	308	kpsM_final_mafft	-	260	3.4e-41	139.6	13.2	1	1	1.2e-43	4.1e-41	139.3	13.2	4	255	41	304	38	307	0.92	-	GCF_002847285.1_protein.faa_WP_442802347.1
GCF_002847285.1_protein.faa_WP_101423359.1	-	286	kpsM_final_mafft	-	260	3.2e-15	54.4	11	1	1	1.3e-17	4.4e-15	54	11	41	247	68	278	64	286	0.85	-	GCF_002847285.1_protein.faa_WP_101423359.1
GCF_002847285.1_protein.faa_WP_101422349.1	-	263	kpsM_final_mafft	-	260	8.3e-15	53.1	5.7	1	1	3.3e-17	1.1e-14	52.6	5.7	38	246	33	251	19	259	0.84	-	GCF_002847285.1_protein.faa_WP_101422349.1
GCF_002847285.1_protein.faa_WP_101423701.1	-	273	kpsM_final_mafft	-	260	3.8e-14	50.9	11.6	1	1	3e-16	1.1e-13	49.5	12	39	247	52	265	47	272	0.75	-	GCF_002847285.1_protein.faa_WP_101423701.1
GCF_002847285.1_protein.faa_WP_199850626.1	-	268	kpsM_final_mafft	-	260	3.9e-14	50.9	2.4	1	1	1.6e-16	5.7e-14	50.3	2.4	38	249	33	255	29	265	0.81	-	GCF_002847285.1_protein.faa_WP_199850626.1
GCF_002073275.2_protein.faa_WP_002215286.1	-	265	kpsM_final_mafft	-	260	3e-46	154.4	20.8	1	1	1.9e-49	3.9e-46	154.1	20.8	6	255	11	261	2	264	0.97	-	GCF_002073275.2_protein.faa_WP_002215286.1
GCF_018866325.1_protein.faa_WP_073226402.1	-	309	kpsM_final_mafft	-	260	2.7e-43	146.4	12	1	1	9.6e-46	3.5e-43	146.1	12	5	255	46	305	43	308	0.93	-	GCF_018866325.1_protein.faa_WP_073226402.1
GCF_018866325.1_protein.faa_WP_216329535.1	-	306	kpsM_final_mafft	-	260	1.4e-41	140.8	5.6	1	1	4.6e-44	1.6e-41	140.6	5.6	4	255	42	302	39	305	0.92	-	GCF_018866325.1_protein.faa_WP_216329535.1
GCF_018866325.1_protein.faa_WP_216324090.1	-	264	kpsM_final_mafft	-	260	9.2e-23	79.1	4.8	1	1	3.5e-25	1.3e-22	78.7	4.8	44	245	32	243	26	263	0.8	-	GCF_018866325.1_protein.faa_WP_216324090.1
GCF_018866325.1_protein.faa_WP_216326344.1	-	288	kpsM_final_mafft	-	260	3.2e-17	61	12.2	1	1	1.9e-19	6.7e-17	59.9	12.4	38	252	62	287	57	288	0.8	-	GCF_018866325.1_protein.faa_WP_216326344.1
GCF_018866325.1_protein.faa_WP_073228777.1	-	287	kpsM_final_mafft	-	260	4.3e-16	57.3	2.1	1	1	2e-18	7.2e-16	56.5	2.1	38	221	48	240	44	277	0.84	-	GCF_018866325.1_protein.faa_WP_073228777.1
GCF_018866325.1_protein.faa_WP_216323893.1	-	263	kpsM_final_mafft	-	260	6.9e-15	53.3	7.2	1	1	2.6e-17	9.2e-15	52.9	7.2	38	245	33	250	14	260	0.83	-	GCF_018866325.1_protein.faa_WP_216323893.1
GCF_018866325.1_protein.faa_WP_216323825.1	-	277	kpsM_final_mafft	-	260	2.5e-14	51.5	1.4	1	1	1.2e-16	4.2e-14	50.7	1.4	38	245	53	266	48	276	0.83	-	GCF_018866325.1_protein.faa_WP_216323825.1
GCF_912579705.1_protein.faa_WP_002934752.1	-	260	kpsM_final_mafft	-	260	4.5e-46	153.6	33.3	1	1	3e-49	5.2e-46	153.4	33.3	13	257	3	255	1	257	0.92	-	GCF_912579705.1_protein.faa_WP_002934752.1
GCF_021654535.1_protein.faa_WP_024531739.1	-	268	kpsM_final_mafft	-	260	4.4e-49	163.6	18.3	1	1	8.6e-52	5.4e-49	163.4	18.3	10	258	7	266	2	268	0.91	-	GCF_021654535.1_protein.faa_WP_024531739.1
GCF_019443525.1_protein.faa_WP_219868926.1	-	272	kpsM_final_mafft	-	260	1.1e-49	166.4	17.2	1	1	1.7e-52	1.3e-49	166.1	17.2	15	258	19	270	12	272	0.94	-	GCF_019443525.1_protein.faa_WP_219868926.1
GCF_019443525.1_protein.faa_WP_219870373.1	-	300	kpsM_final_mafft	-	260	1.3e-45	153	16.4	1	1	2.6e-48	2.1e-45	152.3	16.4	8	259	32	299	27	300	0.89	-	GCF_019443525.1_protein.faa_WP_219870373.1
GCF_028622875.1_protein.faa_WP_274034845.1	-	309	kpsM_final_mafft	-	260	1.7e-42	144	12.8	1	1	4.6e-45	2.2e-42	143.6	12.8	5	255	46	305	43	308	0.93	-	GCF_028622875.1_protein.faa_WP_274034845.1
GCF_028622875.1_protein.faa_WP_274030457.1	-	301	kpsM_final_mafft	-	260	1e-41	141.5	7.9	1	1	2.4e-44	1.2e-41	141.2	7.9	4	255	37	297	34	300	0.93	-	GCF_028622875.1_protein.faa_WP_274030457.1
GCF_028622875.1_protein.faa_WP_274029406.1	-	261	kpsM_final_mafft	-	260	9.3e-18	62.9	2.7	1	1	2.3e-20	1.1e-17	62.6	2.7	43	221	31	218	25	257	0.87	-	GCF_028622875.1_protein.faa_WP_274029406.1
GCF_028622875.1_protein.faa_WP_274029752.1	-	286	kpsM_final_mafft	-	260	1.8e-17	61.9	12.1	1	1	7.7e-20	3.7e-17	60.9	12.2	38	252	60	285	55	286	0.81	-	GCF_028622875.1_protein.faa_WP_274029752.1
GCF_028622875.1_protein.faa_WP_274032724.1	-	287	kpsM_final_mafft	-	260	4e-16	57.6	2.1	1	1	1.4e-18	6.8e-16	56.8	2.1	38	221	48	240	44	277	0.84	-	GCF_028622875.1_protein.faa_WP_274032724.1
GCF_028622875.1_protein.faa_WP_274030902.1	-	263	kpsM_final_mafft	-	260	8.4e-16	56.5	7.5	1	1	2.3e-18	1.1e-15	56.1	7.5	38	242	33	249	23	258	0.86	-	GCF_028622875.1_protein.faa_WP_274030902.1
GCF_016904615.1_protein.faa_WP_000124301.1	-	258	kpsM_final_mafft	-	260	7.7e-107	354.3	18.6	1	1	1.1e-109	8.5e-107	354.1	18.6	8	259	6	258	1	258	0.99	-	GCF_016904615.1_protein.faa_WP_000124301.1
GCF_016904615.1_protein.faa_WP_000972203.1	-	256	kpsM_final_mafft	-	260	1.6e-18	64.8	19.9	1	1	2.8e-21	2.3e-18	64.3	19.9	37	250	27	249	14	253	0.8	-	GCF_016904615.1_protein.faa_WP_000972203.1
GCF_003351425.1_protein.faa_WP_114892830.1	-	265	kpsM_final_mafft	-	260	4.2e-44	147.1	21.3	1	1	3.2e-47	5.2e-44	146.8	21.3	6	255	11	261	6	264	0.97	-	GCF_003351425.1_protein.faa_WP_114892830.1
GCF_900119775.1_protein.faa_WP_010946509.1	-	283	kpsM_final_mafft	-	260	1.7e-51	172.2	22.4	1	1	2.6e-54	2e-51	172	22.4	4	258	27	281	24	283	0.98	-	GCF_900119775.1_protein.faa_WP_010946509.1
GCF_900119775.1_protein.faa_WP_010946136.1	-	257	kpsM_final_mafft	-	260	5.8e-20	68.9	23.7	1	1	1.2e-22	9.3e-20	68.2	23.7	15	251	10	250	3	256	0.83	-	GCF_900119775.1_protein.faa_WP_010946136.1
GCF_016455325.1_protein.faa_WP_012340482.1	-	254	kpsM_final_mafft	-	260	1e-18	64.2	23.3	1	1	7.8e-22	1.5e-18	63.6	23.3	37	244	25	238	9	250	0.71	-	GCF_016455325.1_protein.faa_WP_012340482.1
GCF_020143085.2_protein.faa_WP_002779235.1	-	260	kpsM_final_mafft	-	260	1.4e-50	168.5	29.2	1	1	9e-54	1.6e-50	168.3	29.2	13	257	3	255	1	257	0.95	-	GCF_020143085.2_protein.faa_WP_002779235.1
GCF_001021595.1_protein.faa_WP_000124301.1	-	258	kpsM_final_mafft	-	260	7.4e-107	354.3	18.6	1	1	1.1e-109	8.1e-107	354.1	18.6	8	259	6	258	1	258	0.99	-	GCF_001021595.1_protein.faa_WP_000124301.1
GCF_001021595.1_protein.faa_WP_000972203.1	-	256	kpsM_final_mafft	-	260	1.6e-18	64.8	19.9	1	1	2.8e-21	2.2e-18	64.3	19.9	37	250	27	249	14	253	0.8	-	GCF_001021595.1_protein.faa_WP_000972203.1
GCF_022647665.1_protein.faa_WP_242331206.1	-	309	kpsM_final_mafft	-	260	2.2e-41	140.3	13.2	1	1	4.6e-44	2.6e-41	140	13.2	3	255	44	305	42	308	0.92	-	GCF_022647665.1_protein.faa_WP_242331206.1
GCF_022647665.1_protein.faa_WP_381593234.1	-	307	kpsM_final_mafft	-	260	6e-41	138.8	10.7	1	1	1.3e-43	7.3e-41	138.6	10.7	4	256	43	304	40	306	0.93	-	GCF_022647665.1_protein.faa_WP_381593234.1
GCF_022647665.1_protein.faa_WP_242331166.1	-	263	kpsM_final_mafft	-	260	2.3e-17	61.5	7.3	1	1	5.2e-20	3e-17	61.2	7.3	38	245	33	250	23	260	0.84	-	GCF_022647665.1_protein.faa_WP_242331166.1
GCF_022647665.1_protein.faa_WP_242329520.1	-	288	kpsM_final_mafft	-	260	1e-15	56.2	4.2	1	1	2.5e-18	1.4e-15	55.7	4.2	38	220	52	243	48	280	0.86	-	GCF_022647665.1_protein.faa_WP_242329520.1
GCF_022647665.1_protein.faa_WP_242335081.1	-	273	kpsM_final_mafft	-	260	4.2e-15	54.1	11.8	1	1	1.4e-17	8.3e-15	53.2	11.8	37	254	49	271	45	273	0.78	-	GCF_022647665.1_protein.faa_WP_242335081.1
GCF_003665435.1_protein.faa_WP_121548874.1	-	311	kpsM_final_mafft	-	260	2.5e-43	146.6	11	1	1	7.4e-46	3.1e-43	146.3	11	3	255	44	307	42	310	0.93	-	GCF_003665435.1_protein.faa_WP_121548874.1
GCF_003665435.1_protein.faa_WP_121546211.1	-	309	kpsM_final_mafft	-	260	7.2e-43	145.1	11.6	1	1	2.1e-45	8.8e-43	144.8	11.6	4	255	43	305	40	308	0.93	-	GCF_003665435.1_protein.faa_WP_121546211.1
GCF_003665435.1_protein.faa_WP_004927792.1	-	262	kpsM_final_mafft	-	260	4.5e-17	60.5	2.2	1	1	1.4e-19	5.9e-17	60.1	2.2	38	246	33	250	24	259	0.84	-	GCF_003665435.1_protein.faa_WP_004927792.1
GCF_003665435.1_protein.faa_WP_240659544.1	-	247	kpsM_final_mafft	-	260	9.8e-17	59.4	7.1	1	1	3.1e-19	1.3e-16	59	7.1	37	251	21	245	18	246	0.84	-	GCF_003665435.1_protein.faa_WP_240659544.1
GCF_002998595.1_protein.faa_WP_106013940.1	-	261	kpsM_final_mafft	-	260	2.2e-75	249.6	30.1	1	1	1.6e-78	2.6e-75	249.4	30.1	5	258	7	259	2	261	0.98	-	GCF_002998595.1_protein.faa_WP_106013940.1
GCF_024927965.1_protein.faa_WP_259440730.1	-	309	kpsM_final_mafft	-	260	3.6e-41	139.5	12.8	1	1	1.2e-43	4.3e-41	139.3	12.8	4	255	47	305	44	308	0.93	-	GCF_024927965.1_protein.faa_WP_259440730.1
GCF_024927965.1_protein.faa_WP_259438746.1	-	290	kpsM_final_mafft	-	260	3.6e-34	116.6	1.1	1	1	1.2e-36	4.2e-34	116.4	1.1	3	255	27	286	25	289	0.93	-	GCF_024927965.1_protein.faa_WP_259438746.1
GCF_024927965.1_protein.faa_WP_259442143.1	-	263	kpsM_final_mafft	-	260	5e-18	63.7	1.8	1	1	1.7e-20	6.1e-18	63.4	1.8	38	247	33	252	22	263	0.84	-	GCF_024927965.1_protein.faa_WP_259442143.1
GCF_024927965.1_protein.faa_WP_205042718.1	-	277	kpsM_final_mafft	-	260	7.3e-17	59.9	8.4	1	1	2.9e-19	1.1e-16	59.4	8.4	37	252	52	276	41	277	0.81	-	GCF_024927965.1_protein.faa_WP_205042718.1
GCF_024927965.1_protein.faa_WP_259439295.1	-	269	kpsM_final_mafft	-	260	1.8e-16	58.6	10	1	1	6.7e-19	2.4e-16	58.2	10	37	251	44	267	41	268	0.85	-	GCF_024927965.1_protein.faa_WP_259439295.1
GCF_024927965.1_protein.faa_WP_410170132.1	-	285	kpsM_final_mafft	-	260	1.6e-14	52.2	2.2	1	1	6.3e-17	2.3e-14	51.7	2.2	38	221	50	242	46	282	0.84	-	GCF_024927965.1_protein.faa_WP_410170132.1
GCF_016894325.1_protein.faa_WP_204677244.1	-	282	kpsM_final_mafft	-	260	3.6e-46	155	18.4	1	1	5.1e-49	4.5e-46	154.7	18.4	3	254	23	276	21	279	0.95	-	GCF_016894325.1_protein.faa_WP_204677244.1
GCF_016894325.1_protein.faa_WP_275439070.1	-	255	kpsM_final_mafft	-	260	2e-17	60.8	9.9	1	1	2.8e-20	2.4e-17	60.5	9.9	38	253	31	251	28	255	0.85	-	GCF_016894325.1_protein.faa_WP_275439070.1
GCF_035989285.1_protein.faa_WP_327319331.1	-	309	kpsM_final_mafft	-	260	1.5e-41	141.2	8.7	1	1	3.5e-44	1.8e-41	140.9	8.7	3	255	44	305	42	308	0.92	-	GCF_035989285.1_protein.faa_WP_327319331.1
GCF_035989285.1_protein.faa_WP_327315447.1	-	305	kpsM_final_mafft	-	260	5.1e-39	132.9	12.5	1	1	1.2e-41	6.2e-39	132.6	12.5	3	255	39	301	37	304	0.91	-	GCF_035989285.1_protein.faa_WP_327315447.1
GCF_035989285.1_protein.faa_WP_327315843.1	-	263	kpsM_final_mafft	-	260	9.3e-18	63.2	2.7	1	1	2.3e-20	1.2e-17	62.9	2.7	38	248	33	253	23	261	0.84	-	GCF_035989285.1_protein.faa_WP_327315843.1
GCF_035989285.1_protein.faa_WP_327314614.1	-	274	kpsM_final_mafft	-	260	3.6e-14	51.5	7.9	1	1	1.3e-16	6.8e-14	50.6	7.9	37	251	48	272	44	274	0.79	-	GCF_035989285.1_protein.faa_WP_327314614.1
GCF_000430385.1_protein.faa_WP_002851559.1	-	260	kpsM_final_mafft	-	260	2.1e-46	154.7	32.9	1	1	1.5e-49	2.4e-46	154.5	32.9	13	257	3	255	1	257	0.92	-	GCF_000430385.1_protein.faa_WP_002851559.1
GCF_036345155.1_protein.faa_WP_133918193.1	-	309	kpsM_final_mafft	-	260	4.8e-42	142.9	10.8	1	1	1.1e-44	5.7e-42	142.6	10.8	3	255	44	305	42	308	0.92	-	GCF_036345155.1_protein.faa_WP_133918193.1
GCF_036345155.1_protein.faa_WP_133914945.1	-	305	kpsM_final_mafft	-	260	1.1e-39	135.2	10.6	1	1	2.4e-42	1.3e-39	134.9	10.6	3	254	39	300	37	304	0.92	-	GCF_036345155.1_protein.faa_WP_133914945.1
GCF_036345155.1_protein.faa_WP_133916625.1	-	286	kpsM_final_mafft	-	260	7.2e-16	57.1	5	1	1	1.8e-18	9.3e-16	56.7	5	39	241	64	273	62	283	0.82	-	GCF_036345155.1_protein.faa_WP_133916625.1
GCF_036345155.1_protein.faa_WP_133914872.1	-	263	kpsM_final_mafft	-	260	1.5e-15	56	6.5	1	1	4e-18	2.1e-15	55.6	6.5	38	245	33	250	23	260	0.84	-	GCF_036345155.1_protein.faa_WP_133914872.1
GCF_036345155.1_protein.faa_WP_133909926.1	-	269	kpsM_final_mafft	-	260	5.2e-15	54.3	11.5	1	1	1.8e-17	9.3e-15	53.4	11.5	37	252	43	266	39	269	0.81	-	GCF_036345155.1_protein.faa_WP_133909926.1
GCF_024349765.1_protein.faa_WP_261951149.1	-	313	kpsM_final_mafft	-	260	3.2e-41	140	12.8	1	1	6.7e-44	3.8e-41	139.7	12.8	3	255	48	309	46	312	0.91	-	GCF_024349765.1_protein.faa_WP_261951149.1
GCF_024349765.1_protein.faa_WP_261954732.1	-	309	kpsM_final_mafft	-	260	2.6e-40	137	13	1	1	5.5e-43	3.1e-40	136.7	13	3	255	44	305	42	308	0.92	-	GCF_024349765.1_protein.faa_WP_261954732.1
GCF_024349765.1_protein.faa_WP_261958017.1	-	263	kpsM_final_mafft	-	260	1.2e-21	75.8	3.7	1	1	2.6e-24	1.5e-21	75.5	3.7	37	252	32	256	11	262	0.87	-	GCF_024349765.1_protein.faa_WP_261958017.1
GCF_024349765.1_protein.faa_WP_261956823.1	-	280	kpsM_final_mafft	-	260	2.7e-19	68.1	10.7	1	1	9.5e-22	5.4e-19	67.1	10.7	37	256	52	279	30	280	0.81	-	GCF_024349765.1_protein.faa_WP_261956823.1
GCF_024349765.1_protein.faa_WP_261955196.1	-	287	kpsM_final_mafft	-	260	7e-17	60.2	10.6	1	1	1.7e-19	9.5e-17	59.7	10.6	39	245	65	276	60	282	0.83	-	GCF_024349765.1_protein.faa_WP_261955196.1
GCF_024349765.1_protein.faa_WP_261951864.1	-	276	kpsM_final_mafft	-	260	3e-16	58.1	7.9	1	1	7.8e-19	4.5e-16	57.5	7.9	37	252	50	275	39	276	0.82	-	GCF_024349765.1_protein.faa_WP_261951864.1
GCF_024349765.1_protein.faa_WP_261955967.1	-	298	kpsM_final_mafft	-	260	2.3e-15	55.2	4.4	1	1	5.9e-18	3.4e-15	54.6	4.4	38	220	57	250	53	289	0.85	-	GCF_024349765.1_protein.faa_WP_261955967.1
GCF_016889865.1_protein.faa_WP_000124301.1	-	258	kpsM_final_mafft	-	260	7e-107	354.3	18.6	1	1	1.1e-109	7.7e-107	354.1	18.6	8	259	6	258	1	258	0.99	-	GCF_016889865.1_protein.faa_WP_000124301.1
GCF_016889865.1_protein.faa_WP_000972203.1	-	256	kpsM_final_mafft	-	260	1.5e-18	64.8	19.9	1	1	2.8e-21	2e-18	64.3	19.9	37	250	27	249	14	253	0.8	-	GCF_016889865.1_protein.faa_WP_000972203.1
GCF_024365045.1_protein.faa_WP_019767128.1	-	309	kpsM_final_mafft	-	260	4.9e-44	148.9	11.7	1	1	1.2e-46	5.7e-44	148.7	11.7	4	255	45	305	42	308	0.93	-	GCF_024365045.1_protein.faa_WP_019767128.1
GCF_024365045.1_protein.faa_WP_255240198.1	-	301	kpsM_final_mafft	-	260	4.7e-41	139.1	5.7	1	1	1.2e-43	5.6e-41	138.9	5.7	5	255	38	297	34	300	0.93	-	GCF_024365045.1_protein.faa_WP_255240198.1
GCF_024365045.1_protein.faa_WP_053561490.1	-	288	kpsM_final_mafft	-	260	1.7e-18	65.2	12.2	1	1	5.9e-21	2.8e-18	64.5	12.1	37	252	61	287	52	288	0.79	-	GCF_024365045.1_protein.faa_WP_053561490.1
GCF_014852565.2_protein.faa_WP_086801659.1	-	309	kpsM_final_mafft	-	260	2.6e-43	146.9	11.4	1	1	6.3e-46	3.1e-43	146.7	11.4	3	255	44	305	42	308	0.92	-	GCF_014852565.2_protein.faa_WP_086801659.1
GCF_014852565.2_protein.faa_WP_086804364.1	-	310	kpsM_final_mafft	-	260	3.6e-39	133.3	10.7	1	1	8.9e-42	4.3e-39	133.1	10.7	4	255	46	306	43	309	0.93	-	GCF_014852565.2_protein.faa_WP_086804364.1
GCF_014852565.2_protein.faa_WP_086803976.1	-	270	kpsM_final_mafft	-	260	3.1e-17	61.5	2.8	1	1	8.6e-20	4.2e-17	61	2.8	38	246	42	258	33	268	0.84	-	GCF_014852565.2_protein.faa_WP_086803976.1
GCF_014852565.2_protein.faa_WP_086797190.1	-	281	kpsM_final_mafft	-	260	1.5e-14	52.6	1.6	1	1	5.4e-17	2.6e-14	51.9	1.6	38	249	46	268	42	280	0.78	-	GCF_014852565.2_protein.faa_WP_086797190.1
GCF_014852565.2_protein.faa_WP_192334784.1	-	272	kpsM_final_mafft	-	260	1.8e-14	52.3	7.3	1	1	7.5e-17	3.6e-14	51.4	7.3	37	251	46	268	42	272	0.76	-	GCF_014852565.2_protein.faa_WP_192334784.1
GCF_014852565.2_protein.faa_WP_086800937.1	-	282	kpsM_final_mafft	-	260	5.9e-14	50.7	15.2	1	1	1.9e-16	9.1e-14	50.1	15.2	41	251	64	278	57	282	0.81	-	GCF_014852565.2_protein.faa_WP_086800937.1
GCF_020042525.1_protein.faa_WP_002779235.1	-	260	kpsM_final_mafft	-	260	1.4e-50	168.5	29.2	1	1	9e-54	1.5e-50	168.3	29.2	13	257	3	255	1	257	0.95	-	GCF_020042525.1_protein.faa_WP_002779235.1
GCF_036206925.1_protein.faa_WP_329161938.1	-	309	kpsM_final_mafft	-	260	2.4e-42	143.5	13	1	1	8.3e-45	2.9e-42	143.2	13	4	255	45	305	42	308	0.93	-	GCF_036206925.1_protein.faa_WP_329161938.1
GCF_036206925.1_protein.faa_WP_219610290.1	-	301	kpsM_final_mafft	-	260	1.9e-41	140.6	7.8	1	1	6.4e-44	2.2e-41	140.3	7.8	4	255	37	297	34	300	0.93	-	GCF_036206925.1_protein.faa_WP_219610290.1
GCF_036206925.1_protein.faa_WP_329162285.1	-	263	kpsM_final_mafft	-	260	3.4e-18	64.3	4.5	1	1	1.2e-20	4.1e-18	64.1	4.5	30	242	25	249	11	261	0.84	-	GCF_036206925.1_protein.faa_WP_329162285.1
