target_ID	accession_1	tlen	query_ID	accession_2	qlen	e_value_seq	score_seq	bias_seq	#	of	c_value	i_value	score_dom	bias_dom	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc	description	View_kpsD_ncbi_40_complete$target_ID
GCF_025847205.1_protein.faa_WP_264221272.1	-	414	kpsD_final_mafft	-	594	9.7e-19	65.6	0	1	2	6.7e-22	9.7e-19	65.6	0	129	243	39	154	24	171	0.89	-	GCF_025847205.1_protein.faa_WP_264221272.1
GCF_000025425.1_protein.faa_WP_014516854.1	-	552	kpsD_final_mafft	-	594	3.8e-180	596.8	15.1	1	1	2.6e-183	4.3e-180	596.6	15.1	49	579	1	552	1	552	0.89	-	GCF_000025425.1_protein.faa_WP_014516854.1
GCF_017356685.1_protein.faa_WP_002856463.1	-	552	kpsD_final_mafft	-	594	2.8e-179	593.9	15.5	1	1	2e-182	3.1e-179	593.7	15.5	49	579	1	552	1	552	0.89	-	GCF_017356685.1_protein.faa_WP_002856463.1
GCF_000742795.1_protein.faa_WP_005713699.1	-	384	kpsD_final_mafft	-	594	1.8e-35	119.3	3.7	1	1	3.1e-38	3.1e-35	118.5	3.7	129	342	79	309	64	331	0.88	-	GCF_000742795.1_protein.faa_WP_005713699.1
GCF_003402875.1_protein.faa_WP_014325759.1	-	387	kpsD_final_mafft	-	594	8.3e-38	127.2	0.3	1	1	1.2e-40	1.3e-37	126.5	0.3	126	337	78	305	55	338	0.88	-	GCF_003402875.1_protein.faa_WP_014325759.1
GCF_002012145.1_protein.faa_WP_001298258.1	-	558	kpsD_final_mafft	-	594	3.6e-186	618.2	1.3	1	1	2.6e-189	4e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_002012145.1_protein.faa_WP_001298258.1
GCF_002012145.1_protein.faa_WP_000978080.1	-	379	kpsD_final_mafft	-	594	5.4e-34	115.7	2.8	1	1	9.1e-37	1.4e-33	114.3	2.8	122	363	72	346	2	354	0.87	-	GCF_002012145.1_protein.faa_WP_000978080.1
GCF_002214785.1_protein.faa_WP_002856463.1	-	552	kpsD_final_mafft	-	594	3e-179	593.9	15.5	1	1	2e-182	3.3e-179	593.7	15.5	49	579	1	552	1	552	0.89	-	GCF_002214785.1_protein.faa_WP_002856463.1
GCF_001457695.1_protein.faa_WP_002883231.1	-	552	kpsD_final_mafft	-	594	3.1e-179	593.8	15.1	1	1	2.1e-182	3.4e-179	593.7	15.1	49	579	1	552	1	552	0.9	-	GCF_001457695.1_protein.faa_WP_002883231.1
GCF_016904455.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.8e-186	618.2	1.3	1	1	2.6e-189	4.2e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_016904455.1_protein.faa_WP_001331697.1
GCF_016904455.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.9e-34	115.9	2.8	1	1	7.8e-37	1.3e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_016904455.1_protein.faa_WP_000978094.1
GCF_000828615.1_protein.faa_WP_144375185.1	-	248	kpsD_final_mafft	-	594	6.9e-30	101.4	0	1	1	9.5e-33	9.3e-30	101	0	130	289	65	227	54	231	0.96	-	GCF_000828615.1_protein.faa_WP_144375185.1
GCF_000828615.1_protein.faa_WP_070104918.1	-	207	kpsD_final_mafft	-	594	3.4e-26	89.2	0.9	1	1	4.5e-29	4.4e-26	88.8	0.9	129	287	39	205	26	206	0.93	-	GCF_000828615.1_protein.faa_WP_070104918.1
GCF_001587015.1_protein.faa_WP_002781121.1	-	552	kpsD_final_mafft	-	594	4.4e-180	596.7	15	1	1	2.7e-183	4.9e-180	596.6	15	49	579	1	552	1	552	0.9	-	GCF_001587015.1_protein.faa_WP_002781121.1
GCF_912579705.1_protein.faa_WP_002934751.1	-	552	kpsD_final_mafft	-	594	6.4e-179	592.8	15.6	1	1	4.1e-182	7.1e-179	592.7	15.6	49	579	1	552	1	552	0.89	-	GCF_912579705.1_protein.faa_WP_002934751.1
GCF_014656605.1_protein.faa_WP_001301060.1	-	558	kpsD_final_mafft	-	594	1.1e-185	616.6	1.4	1	1	1e-188	1.2e-185	616.5	1.4	58	578	8	557	1	558	0.87	-	GCF_014656605.1_protein.faa_WP_001301060.1
GCF_014656605.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.6e-34	115.9	2.8	1	1	1e-36	1.2e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_014656605.1_protein.faa_WP_000978094.1
GCF_003288155.1_protein.faa_WP_112063023.1	-	384	kpsD_final_mafft	-	594	1.3e-35	119.8	3.5	1	1	2.2e-38	2.2e-35	119	3.5	129	342	79	309	62	331	0.88	-	GCF_003288155.1_protein.faa_WP_112063023.1
GCF_034064985.1_protein.faa_WP_104080408.1	-	366	kpsD_final_mafft	-	594	9.1e-25	84.8	7.3	1	1	1.2e-27	4.3e-24	82.6	7.3	127	364	75	339	6	348	0.85	-	GCF_034064985.1_protein.faa_WP_104080408.1
GCF_002012305.1_protein.faa_WP_001298258.1	-	558	kpsD_final_mafft	-	594	3.8e-186	618.2	1.3	1	1	2.6e-189	4.3e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_002012305.1_protein.faa_WP_001298258.1
GCF_002012305.1_protein.faa_WP_000978080.1	-	379	kpsD_final_mafft	-	594	5.7e-34	115.7	2.8	1	1	9.1e-37	1.5e-33	114.3	2.8	122	363	72	346	2	354	0.87	-	GCF_002012305.1_protein.faa_WP_000978080.1
GCF_015245165.1_protein.faa_WP_002869183.1	-	552	kpsD_final_mafft	-	594	3.6e-180	596.8	14.9	1	1	2.6e-183	4.1e-180	596.6	14.9	49	579	1	552	1	552	0.9	-	GCF_015245165.1_protein.faa_WP_002869183.1
GCF_022369435.1_protein.faa_WP_239820066.1	-	549	kpsD_final_mafft	-	594	1.5e-176	584.8	18.7	1	1	1.1e-179	1.7e-176	584.6	18.7	49	579	1	549	1	549	0.89	-	GCF_022369435.1_protein.faa_WP_239820066.1
GCF_032259785.1_protein.faa_WP_010906973.1	-	387	kpsD_final_mafft	-	594	1e-37	126.8	0.4	1	1	1.6e-40	1.7e-37	126.1	0.4	126	337	78	305	57	336	0.88	-	GCF_032259785.1_protein.faa_WP_010906973.1
GCF_030060765.1_protein.faa_WP_283293446.1	-	183	kpsD_final_mafft	-	594	4.4e-25	85.8	0	1	1	2.4e-28	8.3e-25	84.9	0	129	285	32	179	20	181	0.91	-	GCF_030060765.1_protein.faa_WP_283293446.1
GCF_021654375.1_protein.faa_WP_103859176.1	-	371	kpsD_final_mafft	-	594	2.3e-36	123.4	0.2	1	1	6.9e-40	3.1e-36	123	0.2	122	364	70	339	2	349	0.88	-	GCF_021654375.1_protein.faa_WP_103859176.1
GCF_035937495.1_protein.faa_WP_046882822.1	-	366	kpsD_final_mafft	-	594	1.2e-27	94.3	4.2	1	1	6.6e-31	2.4e-27	93.3	4.2	114	364	71	339	1	349	0.81	-	GCF_035937495.1_protein.faa_WP_046882822.1
GCF_028898665.1_protein.faa_WP_274880627.1	-	890	kpsD_final_mafft	-	594	1.4e-148	494.2	12.2	1	2	4e-102	5.2e-99	330.5	7.6	57	443	12	495	1	554	0.75	-	GCF_028898665.1_protein.faa_WP_274880627.1
GCF_028898665.1_protein.faa_WP_422824146.1	-	688	kpsD_final_mafft	-	594	4.6e-97	324.1	8	1	6	2.1e-37	2.7e-34	116.8	1.3	129	286	13	170	6	182	0.92	-	GCF_028898665.1_protein.faa_WP_422824146.1
GCF_028898665.1_protein.faa_WP_009698012.1	-	373	kpsD_final_mafft	-	594	4.9e-42	142.3	0.9	1	1	5.1e-45	6.5e-42	141.9	0.9	121	365	70	341	30	351	0.88	-	GCF_028898665.1_protein.faa_WP_009698012.1
GCF_028898665.1_protein.faa_WP_005453398.1	-	177	kpsD_final_mafft	-	594	6.5e-21	72.6	0.6	1	1	8.4e-24	1.1e-20	71.8	0.6	120	265	18	164	12	174	0.89	-	GCF_028898665.1_protein.faa_WP_005453398.1
GCF_014168775.1_protein.faa_WP_001298258.1	-	558	kpsD_final_mafft	-	594	3.7e-186	618.2	1.3	1	1	3.4e-189	4.1e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_014168775.1_protein.faa_WP_001298258.1
GCF_014168775.1_protein.faa_WP_000978098.1	-	379	kpsD_final_mafft	-	594	5.1e-34	115.7	2.9	1	1	1.1e-36	1.4e-33	114.3	2.9	122	363	72	346	1	353	0.84	-	GCF_014168775.1_protein.faa_WP_000978098.1
GCF_014495805.1_protein.faa_WP_014325759.1	-	387	kpsD_final_mafft	-	594	7.9e-38	127.2	0.3	1	1	1.2e-40	1.3e-37	126.5	0.3	126	337	78	305	55	338	0.88	-	GCF_014495805.1_protein.faa_WP_014325759.1
GCF_900683745.1_protein.faa_WP_130894336.1	-	849	kpsD_final_mafft	-	594	1.2e-194	645.6	15.7	1	4	5.7e-138	9.1e-135	447.9	5.3	49	415	3	483	1	487	0.86	-	GCF_900683745.1_protein.faa_WP_130894336.1
GCF_900683745.1_protein.faa_WP_008630144.1	-	268	kpsD_final_mafft	-	594	1e-21	74.6	1.3	1	1	8.4e-25	1.3e-21	74.2	1.3	152	289	95	235	90	260	0.88	-	GCF_900683745.1_protein.faa_WP_008630144.1
GCF_017356665.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.6e-186	618.2	1.3	1	1	2.6e-189	4.1e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_017356665.1_protein.faa_WP_001331697.1
GCF_017356665.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.7e-34	115.9	2.8	1	1	7.8e-37	1.2e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_017356665.1_protein.faa_WP_000978094.1
GCF_009676805.1_protein.faa_WP_154321211.1	-	360	kpsD_final_mafft	-	594	6.6e-30	101.3	4.4	1	1	3e-33	8e-30	101.1	4.4	129	364	76	333	17	342	0.87	-	GCF_009676805.1_protein.faa_WP_154321211.1
GCF_023587705.1_protein.faa_WP_010906973.1	-	387	kpsD_final_mafft	-	594	1e-37	126.8	0.4	1	1	1.6e-40	1.7e-37	126.1	0.4	126	337	78	305	57	336	0.88	-	GCF_023587705.1_protein.faa_WP_010906973.1
GCF_003204155.1_protein.faa_WP_001606112.1	-	558	kpsD_final_mafft	-	594	3.7e-186	618.2	1.4	1	1	4.1e-189	4.2e-186	618.1	1.4	58	578	8	557	1	558	0.87	-	GCF_003204155.1_protein.faa_WP_001606112.1
GCF_003204155.1_protein.faa_WP_001295357.1	-	379	kpsD_final_mafft	-	594	3.5e-39	132.9	1.4	1	1	4.4e-42	4.5e-39	132.5	1.4	114	365	68	346	1	356	0.8	-	GCF_003204155.1_protein.faa_WP_001295357.1
GCF_003204155.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	5e-34	115.9	2.8	1	1	1.3e-36	1.3e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_003204155.1_protein.faa_WP_000978094.1
GCF_024334005.1_protein.faa_WP_002856463.1	-	552	kpsD_final_mafft	-	594	2.8e-179	593.9	15.5	1	1	2e-182	3.1e-179	593.7	15.5	49	579	1	552	1	552	0.89	-	GCF_024334005.1_protein.faa_WP_002856463.1
GCF_027923645.1_protein.faa_WP_281795319.1	-	849	kpsD_final_mafft	-	594	3.3e-196	650.7	16.1	1	4	4.2e-138	6.3e-135	448.3	4	49	415	3	483	1	487	0.86	-	GCF_027923645.1_protein.faa_WP_281795319.1
GCF_027923645.1_protein.faa_WP_021980853.1	-	263	kpsD_final_mafft	-	594	7.6e-22	74.9	1.3	1	1	6.4e-25	9.7e-22	74.5	1.3	152	289	90	230	85	255	0.88	-	GCF_027923645.1_protein.faa_WP_021980853.1
GCF_013375975.1_protein.faa_WP_032680605.1	-	379	kpsD_final_mafft	-	594	1.4e-37	127.4	0.4	1	1	1.3e-40	1.9e-37	127	0.4	122	364	73	345	36	357	0.86	-	GCF_013375975.1_protein.faa_WP_032680605.1
GCF_013375975.1_protein.faa_WP_014170829.1	-	379	kpsD_final_mafft	-	594	5.2e-35	118.9	0.8	1	1	5.2e-38	7.7e-35	118.4	0.8	121	363	71	346	1	356	0.82	-	GCF_013375975.1_protein.faa_WP_014170829.1
GCF_003346835.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.6e-186	618.2	1.3	1	1	2.6e-189	4e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_003346835.1_protein.faa_WP_001331697.1
GCF_003346835.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.7e-34	115.9	2.8	1	1	7.8e-37	1.2e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_003346835.1_protein.faa_WP_000978094.1
GCF_005234135.1_protein.faa_WP_240794159.1	-	211	kpsD_final_mafft	-	594	3.6e-35	119.2	0.1	1	1	4.8e-38	4.6e-35	118.9	0.1	128	287	32	207	18	209	0.91	-	GCF_005234135.1_protein.faa_WP_240794159.1
GCF_005234135.1_protein.faa_WP_338053348.1	-	338	kpsD_final_mafft	-	594	2.9e-20	70	0.2	1	1	6.7e-23	6.4e-20	68.9	0.2	129	334	46	265	37	277	0.87	-	GCF_005234135.1_protein.faa_WP_338053348.1
GCF_005234135.1_protein.faa_WP_168199193.1	-	391	kpsD_final_mafft	-	594	2.1e-19	67.2	0.2	1	1	4.9e-22	4.7e-19	66	0.2	64	334	31	307	5	329	0.72	-	GCF_005234135.1_protein.faa_WP_168199193.1
GCF_005234135.1_protein.faa_WP_168199321.1	-	363	kpsD_final_mafft	-	594	1.4e-18	64.4	2	1	1	3.8e-21	3.6e-18	63.1	1.8	133	362	66	332	49	346	0.77	-	GCF_005234135.1_protein.faa_WP_168199321.1
GCF_001975365.1_protein.faa_WP_000978077.1	-	379	kpsD_final_mafft	-	594	5.1e-34	115.6	3.7	1	1	5.8e-37	1.2e-33	114.3	3.7	121	363	71	346	1	355	0.83	-	GCF_001975365.1_protein.faa_WP_000978077.1
GCF_017901015.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.5e-186	618.2	1.3	1	1	3.4e-189	3.9e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_017901015.1_protein.faa_WP_001331697.1
GCF_017901015.1_protein.faa_WP_000978107.1	-	379	kpsD_final_mafft	-	594	4.2e-34	116	2.7	1	1	9.3e-37	1.1e-33	114.6	2.7	122	363	72	346	1	354	0.84	-	GCF_017901015.1_protein.faa_WP_000978107.1
GCF_029773745.1_protein.faa_WP_279622364.1	-	385	kpsD_final_mafft	-	594	3.4e-37	125.1	2.3	1	1	4.5e-40	4.8e-37	124.6	2.3	122	339	72	306	5	329	0.86	-	GCF_029773745.1_protein.faa_WP_279622364.1
GCF_000739435.1_protein.faa_WP_014990871.1	-	385	kpsD_final_mafft	-	594	2.3e-37	125.7	3.2	1	1	2.9e-40	3.3e-37	125.2	3.2	122	341	72	307	12	330	0.86	-	GCF_000739435.1_protein.faa_WP_014990871.1
GCF_004795855.1_protein.faa_WP_136179830.1	-	325	kpsD_final_mafft	-	594	2e-28	97.1	0	1	1	1e-31	2.3e-28	97	0	126	286	139	302	12	311	0.77	-	GCF_004795855.1_protein.faa_WP_136179830.1
GCF_029773705.1_protein.faa_WP_279470010.1	-	385	kpsD_final_mafft	-	594	2e-37	125.9	2.2	1	1	2.7e-40	2.8e-37	125.3	2.2	122	339	72	306	5	329	0.86	-	GCF_029773705.1_protein.faa_WP_279470010.1
GCF_002285755.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.7e-186	618.2	1.3	1	1	2.6e-189	4.1e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_002285755.1_protein.faa_WP_001331697.1
GCF_002285755.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.7e-34	115.9	2.8	1	1	7.8e-37	1.2e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_002285755.1_protein.faa_WP_000978094.1
GCF_003060725.1_protein.faa_WP_002851485.1	-	552	kpsD_final_mafft	-	594	5.7e-179	592.9	15.7	1	1	3.8e-182	6.4e-179	592.8	15.7	49	579	1	552	1	552	0.89	-	GCF_003060725.1_protein.faa_WP_002851485.1
GCF_003061265.1_protein.faa_WP_096743761.1	-	387	kpsD_final_mafft	-	594	3.2e-37	125.1	1.3	1	1	5.8e-40	6e-37	124.2	1.3	126	335	78	303	61	333	0.89	-	GCF_003061265.1_protein.faa_WP_096743761.1
GCF_001956795.1_protein.faa_WP_010906973.1	-	387	kpsD_final_mafft	-	594	9.9e-38	126.8	0.4	1	1	1.6e-40	1.6e-37	126.1	0.4	126	337	78	305	57	336	0.88	-	GCF_001956795.1_protein.faa_WP_010906973.1
GCF_002224385.1_protein.faa_WP_002869183.1	-	552	kpsD_final_mafft	-	594	3.6e-180	596.8	14.9	1	1	2.6e-183	4e-180	596.6	14.9	49	579	1	552	1	552	0.9	-	GCF_002224385.1_protein.faa_WP_002869183.1
GCF_004792635.1_protein.faa_WP_005723127.1	-	387	kpsD_final_mafft	-	594	8.3e-38	127.1	0.4	1	1	1.3e-40	1.3e-37	126.4	0.4	126	337	78	305	57	338	0.88	-	GCF_004792635.1_protein.faa_WP_005723127.1
GCF_021730025.1_protein.faa_WP_140392077.1	-	890	kpsD_final_mafft	-	594	8.1e-149	494.8	11.5	1	2	7.2e-103	8.5e-100	333	6.6	57	443	12	495	1	554	0.75	-	GCF_021730025.1_protein.faa_WP_140392077.1
GCF_021730025.1_protein.faa_WP_229626319.1	-	688	kpsD_final_mafft	-	594	1.5e-94	315.6	10.9	1	5	4.9e-35	5.8e-32	109	3.2	129	287	13	171	8	186	0.92	-	GCF_021730025.1_protein.faa_WP_229626319.1
GCF_021730025.1_protein.faa_WP_140391568.1	-	373	kpsD_final_mafft	-	594	1.2e-40	137.6	0.3	1	1	1.6e-43	1.9e-40	137	0.3	127	365	77	341	61	351	0.87	-	GCF_021730025.1_protein.faa_WP_140391568.1
GCF_021730025.1_protein.faa_WP_005463089.1	-	177	kpsD_final_mafft	-	594	6.8e-20	69.1	0.8	1	1	2.1e-22	2.5e-19	67.2	0.7	115	258	15	157	11	171	0.88	-	GCF_021730025.1_protein.faa_WP_005463089.1
GCF_009797025.1_protein.faa_WP_233268361.1	-	254	kpsD_final_mafft	-	594	1.2e-18	64.9	1.4	1	1	3.6e-22	1.6e-18	64.5	1.4	146	292	79	225	77	234	0.83	-	GCF_009797025.1_protein.faa_WP_233268361.1
GCF_008693625.1_protein.faa_WP_150334442.1	-	890	kpsD_final_mafft	-	594	2.6e-149	496.4	12.5	1	2	6.9e-103	1e-99	332.6	8.5	57	443	12	495	1	554	0.74	-	GCF_008693625.1_protein.faa_WP_150334442.1
GCF_008693625.1_protein.faa_WP_025520508.1	-	700	kpsD_final_mafft	-	594	1.5e-94	315.5	10.9	1	5	3.8e-35	5.5e-32	108.9	3.3	129	286	25	182	18	195	0.92	-	GCF_008693625.1_protein.faa_WP_025520508.1
GCF_008693625.1_protein.faa_WP_005463089.1	-	177	kpsD_final_mafft	-	594	6.2e-20	69.1	0.8	1	1	1.6e-22	2.3e-19	67.2	0.7	115	258	15	157	11	171	0.88	-	GCF_008693625.1_protein.faa_WP_005463089.1
GCF_003060785.1_protein.faa_WP_002781121.1	-	552	kpsD_final_mafft	-	594	3.8e-180	596.7	15	1	1	2.7e-183	4.3e-180	596.6	15	49	579	1	552	1	552	0.9	-	GCF_003060785.1_protein.faa_WP_002781121.1
GCF_034480095.1_protein.faa_WP_023583797.1	-	901	kpsD_final_mafft	-	594	9.4e-150	497.8	11.6	1	2	5.9e-102	8.7e-99	329.5	7.5	55	443	10	498	1	563	0.75	-	GCF_034480095.1_protein.faa_WP_023583797.1
GCF_034480095.1_protein.faa_WP_023584498.1	-	372	kpsD_final_mafft	-	594	4.3e-42	142.3	0.5	1	1	3.7e-45	5.5e-42	142	0.5	124	364	72	339	5	350	0.86	-	GCF_034480095.1_protein.faa_WP_023584498.1
GCF_034480095.1_protein.faa_WP_005463089.1	-	177	kpsD_final_mafft	-	594	6.4e-20	69.1	0.8	1	1	1.6e-22	2.3e-19	67.2	0.7	115	258	15	157	11	171	0.88	-	GCF_034480095.1_protein.faa_WP_005463089.1
GCF_000419405.1_protein.faa_WP_000872579.1	-	366	kpsD_final_mafft	-	594	1.6e-28	97.2	2.3	1	1	9.4e-32	3.5e-28	96.1	2.3	129	366	76	342	2	350	0.84	-	GCF_000419405.1_protein.faa_WP_000872579.1
GCF_001482385.1_protein.faa_WP_058796483.1	-	871	kpsD_final_mafft	-	594	1.2e-147	491	2.2	1	2	1.6e-103	2.5e-100	334.7	0	50	438	4	484	1	517	0.77	-	GCF_001482385.1_protein.faa_WP_058796483.1
GCF_001482385.1_protein.faa_WP_058796466.1	-	373	kpsD_final_mafft	-	594	5.7e-30	102.4	0.7	1	1	5e-33	8e-30	101.9	0.7	108	366	61	348	2	355	0.81	-	GCF_001482385.1_protein.faa_WP_058796466.1
GCF_001482385.1_protein.faa_WP_082668955.1	-	422	kpsD_final_mafft	-	594	1.3e-14	51.7	0.1	1	1	1.4e-17	2.2e-14	50.9	0.1	134	289	102	279	91	294	0.91	-	GCF_001482385.1_protein.faa_WP_082668955.1
GCF_020810655.1_protein.faa_WP_135013402.1	-	366	kpsD_final_mafft	-	594	1.6e-28	97.3	2.3	1	1	1e-31	3.8e-28	96	2.1	129	365	76	340	63	349	0.86	-	GCF_020810655.1_protein.faa_WP_135013402.1
GCF_023573105.1_protein.faa_WP_115098129.1	-	387	kpsD_final_mafft	-	594	2.6e-37	125.4	1.2	1	1	2.6e-40	5.3e-37	124.4	1.2	126	336	78	304	65	333	0.88	-	GCF_023573105.1_protein.faa_WP_115098129.1
GCF_018831605.1_protein.faa_WP_240548580.1	-	547	kpsD_final_mafft	-	594	5.6e-173	574.2	4.6	1	1	9.7e-176	6.6e-173	573.9	4.6	85	578	18	546	2	547	0.9	-	GCF_018831605.1_protein.faa_WP_240548580.1
GCF_018831605.1_protein.faa_WP_054556249.1	-	372	kpsD_final_mafft	-	594	1.6e-37	126.9	1.3	1	1	3.7e-40	2.5e-37	126.2	1.3	153	367	114	345	69	362	0.87	-	GCF_018831605.1_protein.faa_WP_054556249.1
GCF_018831605.1_protein.faa_WP_240548586.1	-	384	kpsD_final_mafft	-	594	1.7e-37	126.7	0.2	1	1	3.6e-40	2.5e-37	126.2	0.2	132	367	93	356	78	374	0.87	-	GCF_018831605.1_protein.faa_WP_240548586.1
GCF_018831605.1_protein.faa_WP_215823171.1	-	399	kpsD_final_mafft	-	594	7.9e-35	118	0.3	1	1	1.5e-37	1.1e-34	117.5	0.3	125	367	93	369	37	376	0.83	-	GCF_018831605.1_protein.faa_WP_215823171.1
GCF_018831605.1_protein.faa_WP_215823944.1	-	390	kpsD_final_mafft	-	594	3.9e-20	69.4	0	1	1	8.8e-23	6.1e-20	68.8	0	126	288	66	251	59	256	0.92	-	GCF_018831605.1_protein.faa_WP_215823944.1
GCF_001566635.1_protein.faa_WP_001298258.1	-	558	kpsD_final_mafft	-	594	3.7e-186	618.2	1.3	1	1	2.6e-189	4.1e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_001566635.1_protein.faa_WP_001298258.1
GCF_001566635.1_protein.faa_WP_000978080.1	-	379	kpsD_final_mafft	-	594	5.5e-34	115.7	2.8	1	1	9.1e-37	1.5e-33	114.3	2.8	122	363	72	346	2	354	0.87	-	GCF_001566635.1_protein.faa_WP_000978080.1
GCF_017352295.1_protein.faa_WP_021112145.1	-	384	kpsD_final_mafft	-	594	1.1e-35	120.1	3.1	1	1	1.8e-38	2e-35	119.3	3.1	129	342	79	309	66	331	0.89	-	GCF_017352295.1_protein.faa_WP_021112145.1
GCF_021398955.1_protein.faa_WP_001331697.1	-	558	kpsD_final_mafft	-	594	3.5e-186	618.2	1.3	1	1	3.4e-189	3.9e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_021398955.1_protein.faa_WP_001331697.1
GCF_021398955.1_protein.faa_WP_000978094.1	-	379	kpsD_final_mafft	-	594	4.5e-34	115.9	2.8	1	1	1e-36	1.2e-33	114.5	2.8	122	363	72	346	1	354	0.85	-	GCF_021398955.1_protein.faa_WP_000978094.1
GCF_026409265.1_protein.faa_WP_010906973.1	-	387	kpsD_final_mafft	-	594	1.1e-37	126.8	0.4	1	1	1.6e-40	1.8e-37	126.1	0.4	126	337	78	305	57	336	0.88	-	GCF_026409265.1_protein.faa_WP_010906973.1
GCF_003612715.1_protein.faa_WP_120416471.1	-	901	kpsD_final_mafft	-	594	1.4e-149	497.4	12.4	1	2	9.3e-102	1e-98	329.3	7.7	55	443	10	498	1	563	0.75	-	GCF_003612715.1_protein.faa_WP_120416471.1
GCF_003612715.1_protein.faa_WP_049877691.1	-	688	kpsD_final_mafft	-	594	1.5e-94	315.6	11	1	5	4.9e-35	5.5e-32	109	3.3	129	287	13	171	8	189	0.92	-	GCF_003612715.1_protein.faa_WP_049877691.1
GCF_003612715.1_protein.faa_WP_023584498.1	-	372	kpsD_final_mafft	-	594	4.4e-42	142.3	0.5	1	1	5e-45	5.6e-42	142	0.5	124	364	72	339	5	350	0.86	-	GCF_003612715.1_protein.faa_WP_023584498.1
GCF_003612715.1_protein.faa_WP_005463089.1	-	177	kpsD_final_mafft	-	594	6.5e-20	69.1	0.8	1	1	2.1e-22	2.4e-19	67.2	0.7	115	258	15	157	11	171	0.88	-	GCF_003612715.1_protein.faa_WP_005463089.1
GCF_033129965.1_protein.faa_WP_002876059.1	-	552	kpsD_final_mafft	-	594	9e-179	592.3	15.8	1	1	5.8e-182	1e-178	592.2	15.8	49	579	1	552	1	552	0.9	-	GCF_033129965.1_protein.faa_WP_002876059.1
GCF_900638175.1_protein.faa_WP_002855298.1	-	552	kpsD_final_mafft	-	594	1.7e-180	597.9	15.8	1	1	1.2e-183	1.9e-180	597.8	15.8	49	579	1	552	1	552	0.89	-	GCF_900638175.1_protein.faa_WP_002855298.1
GCF_034644215.1_protein.faa_WP_001298258.1	-	558	kpsD_final_mafft	-	594	3.7e-186	618.2	1.3	1	1	3.4e-189	4.1e-186	618	1.3	58	578	8	557	1	558	0.87	-	GCF_034644215.1_protein.faa_WP_001298258.1
GCF_034644215.1_protein.faa_WP_000978098.1	-	379	kpsD_final_mafft	-	594	5.1e-34	115.7	2.9	1	1	1.1e-36	1.4e-33	114.3	2.9	122	363	72	346	1	353	0.84	-	GCF_034644215.1_protein.faa_WP_000978098.1
GCF_035226565.1_protein.faa_WP_010906973.1	-	387	kpsD_final_mafft	-	594	9.9e-38	126.8	0.4	1	1	1.6e-40	1.7e-37	126.1	0.4	126	337	78	305	57	336	0.88	-	GCF_035226565.1_protein.faa_WP_010906973.1
GCF_014058585.1_protein.faa_WP_010906973.1	-	387	kpsD_final_mafft	-	594	9.5e-38	126.8	0.4	1	1	1.6e-40	1.6e-37	126.1	0.4	126	337	78	305	57	336	0.88	-	GCF_014058585.1_protein.faa_WP_010906973.1
GCF_020510665.1_protein.faa_WP_203469383.1	-	184	kpsD_final_mafft	-	594	1.2e-25	87.6	0.4	1	1	1.3e-28	1.4e-25	87.3	0.4	121	270	26	176	18	180	0.89	-	GCF_020510665.1_protein.faa_WP_203469383.1
GCF_002591295.1_protein.faa_WP_096743761.1	-	387	kpsD_final_mafft	-	594	3.3e-37	125.1	1.3	1	1	5.8e-40	6.2e-37	124.2	1.3	126	335	78	303	61	333	0.89	-	GCF_002591295.1_protein.faa_WP_096743761.1
