GCF_021399215.1_protein.faa_WP_004717062.1	-	179	CST-I	PF06002.18	295	0.0065	13.5	0.0	1	1	2.6e-06	0.0083	13.2	0.0	167	263	18	116	6	130	0.77	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_021399235.1_protein.faa_WP_004717062.1	-	179	CST-I	PF06002.18	295	0.0067	13.5	0.0	1	1	2.6e-06	0.0086	13.2	0.0	167	263	18	116	6	130	0.77	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_021474145.1_protein.faa_WP_010907055.1	-	303	CST-I	PF06002.18	295	1.6e-176	582.8	14.1	1	1	8.8e-180	1.8e-176	582.6	14.1	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_021655575.1_protein.faa_WP_237021866.1	-	295	CST-I	PF06002.18	295	0.0019	14.7	0.6	1	1	2.7e-06	0.0059	13.1	0.6	3	174	44	228	42	285	0.60	6-hydroxymethylpterin	diphosphokinase	MptE-like	protein	[Helicobacter	cinaedi]
GCF_021729485.1_protein.faa_WP_237012698.1	-	357	CST-I	PF06002.18	295	2.9e-44	148.1	9.4	1	1	7.1e-47	9.8e-44	146.3	9.4	3	225	6	218	4	228	0.85	alpha-2,3-sialyltransferase	[Helicobacter	pylori]
GCF_021729725.1_protein.faa_WP_237003783.1	-	387	CST-I	PF06002.18	295	3.4e-45	151.1	8.0	1	1	1.7e-47	1.2e-44	149.4	8.1	3	227	6	220	4	228	0.86	alpha-2,3-sialyltransferase	[Helicobacter	pylori]
GCF_021729725.1_protein.faa_WP_237003782.1	-	355	CST-I	PF06002.18	295	7.1e-37	123.9	11.2	1	1	2.1e-39	1.5e-36	122.7	8.7	3	250	5	243	3	273	0.78	alpha-2,3-sialyltransferase	[Helicobacter	pylori]
GCF_022179625.1_protein.faa_WP_015702737.1	-	303	CST-I	PF06002.18	295	5.5e-176	581.2	13.4	1	1	2.6e-179	6.2e-176	581.1	13.4	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_022220305.1_protein.faa_WP_238507303.1	-	291	CST-I	PF06002.18	295	1.5e-108	359.4	25.4	1	1	9.8e-112	1.7e-108	359.2	25.4	2	295	3	291	2	291	0.97	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_022220325.1_protein.faa_WP_238507303.1	-	291	CST-I	PF06002.18	295	1.5e-108	359.4	25.4	1	1	9.8e-112	1.7e-108	359.2	25.4	2	295	3	291	2	291	0.97	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_022220365.1_protein.faa_WP_042635873.1	-	292	CST-I	PF06002.18	295	4.3e-108	357.9	23.8	1	1	2.9e-111	4.8e-108	357.7	23.8	2	295	3	292	2	292	0.97	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_022220425.1_protein.faa_WP_042635873.1	-	292	CST-I	PF06002.18	295	4.5e-108	357.9	23.8	1	1	2.9e-111	5.1e-108	357.7	23.8	2	295	3	292	2	292	0.97	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_022369435.1_protein.faa_WP_239819859.1	-	294	CST-I	PF06002.18	295	3.5e-113	374.3	24.6	1	1	2.8e-116	4e-113	374.2	24.6	2	295	5	291	4	291	0.97	alpha-2,3-sialyltransferase	[Campylobacter	molothri]
GCF_022370455.1_protein.faa_WP_029649036.1	-	117	CST-I	PF06002.18	295	0.009	13.1	0.0	1	1	2.9e-06	0.0097	13.0	0.0	128	192	5	69	1	83	0.90	hypothetical	protein	[Methylocystis	sp.	SB2]
GCF_022439505.1_protein.faa_WP_225528969.1	-	188	CST-I	PF06002.18	295	0.00056	17.5	0.2	1	1	1.5e-07	0.00068	17.3	0.2	129	203	102	179	56	185	0.77	phage	repressor	protein	CI	[Serratia	marcescens]
GCF_022494905.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0061	13.2	0.3	1	1	2.4e-06	0.0062	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_022637295.1_protein.faa_WP_241951610.1	-	303	CST-I	PF06002.18	295	1.8e-176	582.8	14.1	1	1	8.8e-180	2e-176	582.6	14.1	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_022670815.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.006	13.2	0.3	1	1	2.4e-06	0.006	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_022809755.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0062	13.2	0.3	1	1	2.4e-06	0.0063	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Bacilli]
GCF_023078515.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0058	13.2	0.3	1	1	2.4e-06	0.0058	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Bacilli]
GCF_023206755.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0058	13.2	0.3	1	1	2.4e-06	0.0058	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Bacilli]
GCF_023212325.2_protein.faa_WP_038275658.1	-	179	CST-I	PF06002.18	295	0.011	12.7	0.0	1	1	4.5e-06	0.014	12.4	0.0	167	263	18	116	6	131	0.74	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_023212385.2_protein.faa_WP_038275658.1	-	179	CST-I	PF06002.18	295	0.012	12.7	0.0	1	1	4.5e-06	0.015	12.4	0.0	167	263	18	116	6	131	0.74	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_023212425.2_protein.faa_WP_038275658.1	-	179	CST-I	PF06002.18	295	0.011	12.7	0.0	1	1	4.5e-06	0.014	12.4	0.0	167	263	18	116	6	131	0.74	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_023212445.2_protein.faa_WP_038275658.1	-	179	CST-I	PF06002.18	295	0.012	12.7	0.0	1	1	4.5e-06	0.015	12.4	0.0	167	263	18	116	6	131	0.74	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_023212565.2_protein.faa_WP_038275658.1	-	179	CST-I	PF06002.18	295	0.011	12.7	0.0	1	1	4.5e-06	0.014	12.4	0.0	167	263	18	116	6	131	0.74	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_023212585.2_protein.faa_WP_038275658.1	-	179	CST-I	PF06002.18	295	0.012	12.7	0.0	1	1	4.5e-06	0.015	12.4	0.0	167	263	18	116	6	131	0.74	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_023517895.1_protein.faa_WP_005567472.1	-	149	CST-I	PF06002.18	295	0.016	11.6	0.1	1	1	8.9e-06	0.018	11.4	0.1	185	279	11	104	3	128	0.77	HD	domain-containing	protein	[Aggregatibacter	actinomycetemcomitans]
GCF_023517915.1_protein.faa_WP_005567472.1	-	149	CST-I	PF06002.18	295	0.016	11.6	0.1	1	1	8.9e-06	0.018	11.4	0.1	185	279	11	104	3	128	0.77	HD	domain-containing	protein	[Aggregatibacter	actinomycetemcomitans]
GCF_023517935.1_protein.faa_WP_005567472.1	-	149	CST-I	PF06002.18	295	0.016	11.6	0.1	1	1	8.9e-06	0.018	11.4	0.1	185	279	11	104	3	128	0.77	HD	domain-containing	protein	[Aggregatibacter	actinomycetemcomitans]
GCF_023572865.1_protein.faa_WP_083003275.1	-	301	CST-I	PF06002.18	295	8.7e-110	363.7	19.6	1	1	4.8e-113	9.8e-110	363.5	19.6	1	295	11	301	11	301	0.97	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_023572905.1_protein.faa_WP_250191683.1	-	303	CST-I	PF06002.18	295	1.6e-175	579.6	13.2	1	1	8.3e-179	1.8e-175	579.4	13.2	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_023572925.1_protein.faa_WP_250191683.1	-	303	CST-I	PF06002.18	295	1.5e-175	579.6	13.2	1	1	8.3e-179	1.7e-175	579.4	13.2	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_023572945.1_protein.faa_WP_250191683.1	-	303	CST-I	PF06002.18	295	1.5e-175	579.6	13.2	1	1	8.3e-179	1.7e-175	579.4	13.2	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_023587585.1_protein.faa_WP_010907055.1	-	303	CST-I	PF06002.18	295	1.6e-176	582.8	14.1	1	1	8.8e-180	1.8e-176	582.6	14.1	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_023611865.3_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.006	13.2	0.3	1	1	2.4e-06	0.0061	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_023611885.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0058	13.2	0.3	1	1	2.4e-06	0.0059	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Bacilli]
GCF_023734735.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0057	13.2	0.3	1	1	2.4e-06	0.0057	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Bacilli]
GCF_023734755.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0056	13.2	0.3	1	1	2.4e-06	0.0056	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Bacilli]
GCF_023809745.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0058	13.2	0.3	1	1	2.4e-06	0.0058	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Bacilli]
GCF_023822185.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.006	13.2	0.3	1	1	2.4e-06	0.0061	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_023822205.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0057	13.2	0.3	1	1	2.4e-06	0.0057	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_024181005.1_protein.faa_WP_002852706.1	-	291	CST-I	PF06002.18	295	6.8e-109	360.5	26.7	1	1	4.6e-112	7.7e-109	360.3	26.7	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_024205705.1_protein.faa_WP_254324276.1	-	151	CST-I	PF06002.18	295	0.0048	13.4	3.5	1	1	2.4e-06	0.0052	13.3	3.5	21	104	6	96	2	133	0.77	Stealth	CR1	domain-containing	protein	[Neisseria	subflava]
GCF_024334005.1_protein.faa_WP_002869021.1	-	291	CST-I	PF06002.18	295	9.5e-109	359.9	25.6	1	1	1.3e-111	1.1e-108	359.8	25.6	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_024334005.1_protein.faa_WP_254970757.1	-	425	CST-I	PF06002.18	295	1.9e-87	290.0	19.8	1	2	2.4e-90	1.9e-87	290.0	19.8	2	253	13	258	12	266	0.97	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_024334005.1_protein.faa_WP_254970757.1	-	425	CST-I	PF06002.18	295	1.9e-87	290.0	19.8	2	2	0.11	87	-1.1	0.1	256	282	299	325	268	335	0.67	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_024334025.1_protein.faa_WP_042635873.1	-	292	CST-I	PF06002.18	295	4.5e-108	357.9	23.8	1	1	2.9e-111	5e-108	357.7	23.8	2	295	3	292	2	292	0.97	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_024334045.1_protein.faa_WP_254990770.1	-	291	CST-I	PF06002.18	295	1.4e-110	366.1	24.6	1	1	9e-114	1.5e-110	365.9	24.6	2	295	3	291	2	291	0.98	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_024628845.1_protein.faa_WP_257521352.1	-	144	CST-I	PF06002.18	295	0.0027	15.3	0.3	1	1	6.4e-07	0.003	15.1	0.3	142	245	25	130	4	143	0.79	MULTISPECIES:	prepilin-type	N-terminal	cleavage/methylation	domain-containing	protein	[Lysinibacillus]
GCF_024665635.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0062	13.2	0.3	1	1	2.4e-06	0.0063	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Bacilli]
GCF_024752555.1_protein.faa_WP_002822516.1	-	296	CST-I	PF06002.18	295	2.3e-61	204.5	19.5	1	1	1.6e-64	2.8e-61	204.2	19.5	1	292	10	289	10	292	0.92	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_024972835.1_protein.faa_WP_259597320.1	-	165	CST-I	PF06002.18	295	0.00054	17.4	0.0	1	1	1.4e-07	0.00055	17.3	0.0	147	236	67	160	5	165	0.76	hypothetical	protein	[Bacillus	subtilis]
GCF_025152605.1_protein.faa_WP_002878823.1	-	291	CST-I	PF06002.18	295	2.3e-109	362.0	24.7	1	1	1.5e-112	2.6e-109	361.9	24.7	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_025200945.1_protein.faa_WP_002858290.1	-	294	CST-I	PF06002.18	295	1.2e-167	553.4	28.7	1	1	7.7e-171	1.3e-167	553.3	28.7	1	295	5	288	5	288	1.00	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_025213355.1_protein.faa_WP_260489965.1	-	206	CST-I	PF06002.18	295	6.8e-05	19.9	3.3	1	1	3.2e-08	9.5e-05	19.4	3.3	161	282	22	143	18	152	0.70	regulatory	protein	RecX	[Acetivibrio	thermocellus]
GCF_025232235.1_protein.faa_WP_002935331.1	-	291	CST-I	PF06002.18	295	4.6e-109	361.0	26.5	1	1	3.2e-112	5.2e-109	360.8	26.5	2	295	3	291	2	291	0.98	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_025232495.1_protein.faa_WP_052800437.1	-	292	CST-I	PF06002.18	295	2.9e-111	368.4	27.1	1	1	1.8e-114	3.2e-111	368.2	27.1	2	295	3	292	2	292	0.98	alpha-2,3-sialyltransferase	[Campylobacter	jejuni]
GCF_025562895.2_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0061	13.2	0.3	1	1	2.4e-06	0.0062	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_025562955.2_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0063	13.2	0.3	1	1	2.4e-06	0.0063	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_025643275.1_protein.faa_WP_263075634.1	-	131	CST-I	PF06002.18	295	0.018	11.3	0.0	1	1	9.8e-06	0.019	11.3	0.0	126	184	25	85	9	112	0.86	MULTISPECIES:	ribosome-binding	factor	A	[Moraxella]
GCF_025665315.1_protein.faa_WP_257521352.1	-	144	CST-I	PF06002.18	295	0.003	15.3	0.3	1	1	1.3e-06	0.0033	15.1	0.3	142	245	25	130	4	143	0.79	MULTISPECIES:	prepilin-type	N-terminal	cleavage/methylation	domain-containing	protein	[Lysinibacillus]
GCF_025665315.1_protein.faa_WP_221683312.1	-	206	CST-I	PF06002.18	295	0.0039	14.9	1.4	1	1	2.3e-06	0.0061	14.3	1.4	146	225	7	86	4	156	0.83	MULTISPECIES:	class	I	SAM-dependent	methyltransferase	[Lysinibacillus]
GCF_025790865.1_protein.faa_WP_002869021.1	-	291	CST-I	PF06002.18	295	9.9e-109	359.9	25.6	1	1	6.7e-112	1.1e-108	359.8	25.6	2	295	3	291	2	291	0.98	MULTISPECIES:	alpha-2,3-sialyltransferase	[Campylobacter]
GCF_025809195.1_protein.faa_WP_263878028.1	-	105	CST-I	PF06002.18	295	0.014	13.5	0.9	1	1	2.3e-06	0.015	13.3	0.9	6	82	20	97	15	103	0.69	hypothetical	protein	[Paenibacillus	sp.	PSB04]
GCF_025884415.1_protein.faa_WP_264245245.1	-	173	CST-I	PF06002.18	295	2.2e-58	195.1	3.8	1	1	2.2e-61	2.6e-58	194.9	3.8	2	158	12	166	11	170	0.96	alpha-2,3-sialyltransferase	[Avibacterium	paragallinarum]
GCF_025884415.1_protein.faa_WP_264245247.1	-	154	CST-I	PF06002.18	295	1.6e-16	57.7	4.0	1	2	8.3e-17	9.6e-14	48.6	1.2	161	230	4	73	1	99	0.89	alpha-2,3-sialyltransferase	[Avibacterium	paragallinarum]
GCF_025884415.1_protein.faa_WP_264245247.1	-	154	CST-I	PF06002.18	295	1.6e-16	57.7	4.0	2	2	2.1e-05	0.024	11.2	0.2	218	265	79	131	73	154	0.57	alpha-2,3-sialyltransferase	[Avibacterium	paragallinarum]
GCF_025884555.1_protein.faa_WP_264255782.1	-	318	CST-I	PF06002.18	295	2.6e-75	250.6	15.7	1	2	1.5e-76	3.2e-73	243.8	12.1	2	229	12	236	11	259	0.94	alpha-2,3-sialyltransferase	[Avibacterium	paragallinarum]
GCF_025884555.1_protein.faa_WP_264255782.1	-	318	CST-I	PF06002.18	295	2.6e-75	250.6	15.7	2	2	3.8e-05	0.083	9.3	0.2	218	264	243	294	234	318	0.58	alpha-2,3-sialyltransferase	[Avibacterium	paragallinarum]
GCF_026315065.1_protein.faa_WP_225529677.1	-	303	CST-I	PF06002.18	295	3.6e-175	578.4	14.6	1	1	1.9e-178	4.1e-175	578.3	14.6	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_026315085.1_protein.faa_WP_010907055.1	-	303	CST-I	PF06002.18	295	1.7e-176	582.8	14.1	1	1	8.8e-180	2e-176	582.6	14.1	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_026315125.1_protein.faa_WP_225529677.1	-	303	CST-I	PF06002.18	295	3.6e-175	578.4	14.6	1	1	1.9e-178	4.1e-175	578.3	14.6	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_026315145.1_protein.faa_WP_010907055.1	-	303	CST-I	PF06002.18	295	1.8e-176	582.8	14.1	1	1	8.8e-180	2e-176	582.6	14.1	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_026315165.1_protein.faa_WP_010907055.1	-	303	CST-I	PF06002.18	295	1.8e-176	582.8	14.1	1	1	8.8e-180	2e-176	582.6	14.1	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_026315225.1_protein.faa_WP_010907055.1	-	303	CST-I	PF06002.18	295	1.7e-176	582.8	14.1	1	1	8.8e-180	2e-176	582.6	14.1	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_026409225.1_protein.faa_WP_010907055.1	-	303	CST-I	PF06002.18	295	1.8e-176	582.8	14.1	1	1	8.8e-180	2e-176	582.6	14.1	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_026409245.1_protein.faa_WP_010907055.1	-	303	CST-I	PF06002.18	295	1.8e-176	582.8	14.1	1	1	8.8e-180	2e-176	582.6	14.1	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_026409265.1_protein.faa_WP_010907055.1	-	303	CST-I	PF06002.18	295	1.8e-176	582.8	14.1	1	1	8.8e-180	2e-176	582.6	14.1	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_026409285.1_protein.faa_WP_010907055.1	-	303	CST-I	PF06002.18	295	1.7e-176	582.8	14.1	1	1	8.8e-180	2e-176	582.6	14.1	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_026409305.1_protein.faa_WP_010907055.1	-	303	CST-I	PF06002.18	295	1.8e-176	582.8	14.1	1	1	8.8e-180	2e-176	582.6	14.1	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_026409325.1_protein.faa_WP_010907055.1	-	303	CST-I	PF06002.18	295	1.7e-176	582.8	14.1	1	1	8.8e-180	2e-176	582.6	14.1	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_026409345.1_protein.faa_WP_010907055.1	-	303	CST-I	PF06002.18	295	1.7e-176	582.8	14.1	1	1	8.8e-180	1.9e-176	582.6	14.1	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_026409365.1_protein.faa_WP_010907055.1	-	303	CST-I	PF06002.18	295	1.7e-176	582.8	14.1	1	1	8.8e-180	2e-176	582.6	14.1	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_026435115.1_protein.faa_WP_038275658.1	-	179	CST-I	PF06002.18	295	0.012	12.7	0.0	1	1	4.5e-06	0.015	12.4	0.0	167	263	18	116	6	131	0.74	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_026435155.1_protein.faa_WP_038275658.1	-	179	CST-I	PF06002.18	295	0.012	12.7	0.0	1	1	4.5e-06	0.015	12.4	0.0	167	263	18	116	6	131	0.74	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_026435175.1_protein.faa_WP_038275658.1	-	179	CST-I	PF06002.18	295	0.012	12.7	0.0	1	1	4.5e-06	0.015	12.4	0.0	167	263	18	116	6	131	0.74	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_026435195.1_protein.faa_WP_038275658.1	-	179	CST-I	PF06002.18	295	0.012	12.7	0.0	1	1	4.5e-06	0.015	12.4	0.0	167	263	18	116	6	131	0.74	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_026435215.1_protein.faa_WP_038275658.1	-	179	CST-I	PF06002.18	295	0.011	12.7	0.0	1	1	4.5e-06	0.014	12.4	0.0	167	263	18	116	6	131	0.74	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_026435235.1_protein.faa_WP_038275658.1	-	179	CST-I	PF06002.18	295	0.012	12.7	0.0	1	1	4.5e-06	0.015	12.4	0.0	167	263	18	116	6	131	0.74	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_026435255.1_protein.faa_WP_145496953.1	-	179	CST-I	PF06002.18	295	0.011	12.7	0.0	1	1	4.5e-06	0.014	12.4	0.0	167	263	18	116	6	131	0.74	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_026435275.1_protein.faa_WP_038275658.1	-	179	CST-I	PF06002.18	295	0.012	12.7	0.0	1	1	4.5e-06	0.015	12.4	0.0	167	263	18	116	6	131	0.74	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_026435295.1_protein.faa_WP_038275658.1	-	179	CST-I	PF06002.18	295	0.012	12.7	0.0	1	1	4.5e-06	0.015	12.4	0.0	167	263	18	116	6	131	0.74	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_026435315.1_protein.faa_WP_038275658.1	-	179	CST-I	PF06002.18	295	0.012	12.7	0.0	1	1	4.5e-06	0.015	12.4	0.0	167	263	18	116	6	131	0.74	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_026435335.1_protein.faa_WP_038275658.1	-	179	CST-I	PF06002.18	295	0.012	12.7	0.0	1	1	4.5e-06	0.015	12.4	0.0	167	263	18	116	6	131	0.74	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_026435495.1_protein.faa_WP_145496953.1	-	179	CST-I	PF06002.18	295	0.011	12.7	0.0	1	1	4.5e-06	0.014	12.4	0.0	167	263	18	116	6	131	0.74	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_026435655.1_protein.faa_WP_145496953.1	-	179	CST-I	PF06002.18	295	0.011	12.7	0.0	1	1	4.5e-06	0.014	12.4	0.0	167	263	18	116	6	131	0.74	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_026435835.1_protein.faa_WP_038275658.1	-	179	CST-I	PF06002.18	295	0.012	12.7	0.0	1	1	4.5e-06	0.015	12.4	0.0	167	263	18	116	6	131	0.74	class	IV	adenylate	cyclase	[Yersinia	ruckeri]
GCF_026636255.1_protein.faa_WP_225529677.1	-	303	CST-I	PF06002.18	295	3.6e-175	578.4	14.6	1	1	1.9e-178	4.1e-175	578.3	14.6	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_026723845.1_protein.faa_WP_010907055.1	-	303	CST-I	PF06002.18	295	1.8e-176	582.8	14.1	1	1	8.8e-180	2e-176	582.6	14.1	1	295	11	303	11	303	1.00	alpha-2,3-sialyltransferase	[Pasteurella	multocida]
GCF_026898195.1_protein.faa_WP_066776435.1	-	296	CST-I	PF06002.18	295	1.3e-105	349.5	23.9	1	1	2.2e-108	1.5e-105	349.2	23.9	2	294	3	292	2	293	0.97	alpha-2,3-sialyltransferase	[Campylobacter	hepaticus]
GCF_026898195.1_protein.faa_WP_243273561.1	-	417	CST-I	PF06002.18	295	1.6e-86	286.8	22.9	1	3	2.2e-89	1.6e-86	286.8	22.9	2	251	3	246	2	250	0.97	alpha-2,3-sialyltransferase	[Campylobacter	hepaticus]
GCF_026898195.1_protein.faa_WP_243273561.1	-	417	CST-I	PF06002.18	295	1.6e-86	286.8	22.9	2	3	0.12	85	-1.2	0.1	246	283	292	329	252	339	0.68	alpha-2,3-sialyltransferase	[Campylobacter	hepaticus]
GCF_026898195.1_protein.faa_WP_243273561.1	-	417	CST-I	PF06002.18	295	1.6e-86	286.8	22.9	3	3	0.64	4.6e+02	-3.6	0.0	264	283	380	399	354	401	0.73	alpha-2,3-sialyltransferase	[Campylobacter	hepaticus]
GCF_027594765.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.0059	13.2	0.3	1	1	2.4e-06	0.0059	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_027912575.1_protein.faa_WP_271069829.1	-	169	CST-I	PF06002.18	295	0.015	12.8	0.1	1	1	4.3e-06	0.02	12.4	0.1	194	265	2	71	1	91	0.82	hypothetical	protein	[Kosakonia	pseudosacchari]
GCF_028748065.1_protein.faa_WP_274494413.1	-	315	CST-I	PF06002.18	295	2.2e-09	34.8	0.0	1	1	4.9e-12	8.1e-09	32.9	0.0	9	229	52	266	46	283	0.83	alpha-2,3-sialyltransferase	[Hyphococcus	flavus]
GCF_028748065.1_protein.faa_WP_274492350.1	-	261	CST-I	PF06002.18	295	1.9e-06	25.1	0.1	1	1	2e-09	3.2e-06	24.4	0.1	26	226	60	254	39	260	0.78	alpha-2,3-sialyltransferase	[Hyphococcus	flavus]
GCF_028994235.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.006	13.2	0.3	1	1	2.4e-06	0.006	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Lactococcus]
GCF_029023865.1_protein.faa_WP_003131983.1	-	66	CST-I	PF06002.18	295	0.006	13.2	0.3	1	1	2.4e-06	0.0061	13.2	0.3	150	183	5	38	1	52	0.86	MULTISPECIES:	hypothetical	protein	[Bacilli]
